"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TARATA (000)",218,45,173
"De 14 a 29 años (001)",104,31,73
"De 30 a 44 años (002)",74,12,62
"De 45 a 64 años (003)",28,2,26
"De 65 y más años (004)",12,,12
"Hombres (005)",154,30,124
"De 14 a 29 años (006)",70,19,51
"De 30 a 44 años (007)",53,10,43
"De 45 a 64 años (008)",21,1,20
"De 65 y más años (009)",10,,10
"Mujeres (010)",64,15,49
"De 14 a 29 años (011)",34,12,22
"De 30 a 44 años (012)",21,2,19
"De 45 a 64 años (013)",7,1,6
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",175,29,146
"De 14 a 29 años (016)",82,19,63
"De 30 a 44 años (017)",60,8,52
"De 45 a 64 años (018)",22,2,20
"De 65 y más años (019)",11,,11
"Hombres (020)",115,16,99
"De 14 a 29 años (021)",51,9,42
"De 30 a 44 años (022)",40,6,34
"De 45 a 64 años (023)",15,1,14
"De 65 y más años (024)",9,,9
"Mujeres (025)",60,13,47
"De 14 a 29 años (026)",31,10,21
"De 30 a 44 años (027)",20,2,18
"De 45 a 64 años (028)",7,1,6
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",43,16,27
"De 14 a 29 años (031)",22,12,10
"De 30 a 44 años (032)",14,4,10
"De 45 a 64 años (033)",6,,6
"De 65 y más años (034)",1,,1
"Hombres (035)",39,14,25
"De 14 a 29 años (036)",19,10,9
"De 30 a 44 años (037)",13,4,9
"De 45 a 64 años (038)",6,,6
"De 65 y más años (039)",1,,1
"Mujeres (040)",4,2,2
"De 14 a 29 años (041)",3,2,1
"De 30 a 44 años (042)",1,,1
