"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ANTA (000)",26229,22142,4087
"De 3 a 5 años (001)",3593,373,3220
"De 6 a 11 años (002)",8266,7610,656
"De 12 a 16 años (003)",7609,7546,63
"De 17 a 24 años (004)",6761,6613,148
"Hombres (005)",13699,11581,2118
"De 3 a 5 años (006)",1876,195,1681
"De 6 a 11 años (007)",4267,3919,348
"De 12 a 16 años (008)",4007,3976,31
"De 17 a 24 años (009)",3549,3491,58
"Mujeres (010)",12530,10561,1969
"De 3 a 5 años (011)",1717,178,1539
"De 6 a 11 años (012)",3999,3691,308
"De 12 a 16 años (013)",3602,3570,32
"De 17 a 24 años (014)",3212,3122,90
,,,
"URBANA (015)",9187,7912,1275
"De 3 a 5 años (016)",1194,146,1048
"De 6 a 11 años (017)",2844,2667,177
"De 12 a 16 años (018)",2690,2673,17
"De 17 a 24 años (019)",2459,2426,33
"Hombres (020)",4745,4083,662
"De 3 a 5 años (021)",630,74,556
"De 6 a 11 años (022)",1433,1346,87
"De 12 a 16 años (023)",1413,1407,6
"De 17 a 24 años (024)",1269,1256,13
"Mujeres (025)",4442,3829,613
"De 3 a 5 años (026)",564,72,492
"De 6 a 11 años (027)",1411,1321,90
"De 12 a 16 años (028)",1277,1266,11
"De 17 a 24 años (029)",1190,1170,20
,,,
"RURAL (030)",17042,14230,2812
"De 3 a 5 años (031)",2399,227,2172
"De 6 a 11 años (032)",5422,4943,479
"De 12 a 16 años (033)",4919,4873,46
"De 17 a 24 años (034)",4302,4187,115
"Hombres (035)",8954,7498,1456
"De 3 a 5 años (036)",1246,121,1125
"De 6 a 11 años (037)",2834,2573,261
"De 12 a 16 años (038)",2594,2569,25
"De 17 a 24 años (039)",2280,2235,45
"Mujeres (040)",8088,6732,1356
"De 3 a 5 años (041)",1153,106,1047
"De 6 a 11 años (042)",2588,2370,218
"De 12 a 16 años (043)",2325,2304,21
"De 17 a 24 años (044)",2022,1952,70
