"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAYTARA (000)",23274,6870,2868,716,13032
"Menos de 1 año (001)",396,278,27,8,85
"De 1 a 14 años (002)",7248,5208,487,183,1392
"De 15 a 29 años (003)",4928,883,625,177,3308
"De 30 a 44 años (004)",4461,266,1107,219,2975
"De 45 a 64 años (005)",3634,150,506,87,2905
"De 65 y mas años (006)",2607,85,116,42,2367
"Hombres (008)",12257,3434,2022,500,6497
"Menos de 1 año (009)",218,145,16,7,50
"De 1 a 14 años (010)",3760,2712,238,95,729
"De 15 a 29 años (011)",2610,395,479,132,1665
"De 30 a 44 años (012)",2542,82,864,181,1520
"De 45 a 64 años (013)",1905,61,351,60,1447
"De 65 y mas años (014)",1222,39,74,25,1086
"Mujeres (016)",11017,3436,846,216,6535
"Menos de 1 año (017)",178,133,11,1,35
"De 1 a 14 años (018)",3488,2496,249,88,663
"De 15 a 29 años (019)",2318,488,146,45,1643
"De 30 a 44 años (020)",1919,184,243,38,1455
"De 45 a 64 años (021)",1729,89,155,27,1458
"De 65 y mas años (022)",1385,46,42,17,1281
,,,,,
"URBANA (024)",6752,1723,969,174,3893
"Menos de 1 año (025)",123,81,11,1,30
"De 1 a 14 años (026)",2033,1290,263,27,454
"De 15 a 29 años (027)",1622,301,136,42,1146
"De 30 a 44 años (028)",1289,24,290,65,910
"De 45 a 64 años (029)",1012,15,205,28,764
"De 65 y mas años (030)",673,12,64,11,589
"Hombres (032)",3468,903,517,129,1923
"Menos de 1 año (033)",72,42,8,,22
"De 1 a 14 años (034)",1054,681,122,14,237
"De 15 a 29 años (035)",852,159,76,34,585
"De 30 a 44 años (036)",683,10,158,50,465
"De 45 a 64 años (037)",504,3,111,23,367
"De 65 y mas años (038)",303,8,42,8,247
"Mujeres (040)",3284,820,452,45,1970
"Menos de 1 año (041)",51,39,3,1,8
"De 1 a 14 años (042)",979,609,141,13,217
"De 15 a 29 años (043)",770,142,60,8,561
"De 30 a 44 años (044)",606,14,132,15,445
"De 45 a 64 años (045)",508,12,94,5,397
"De 65 y mas años (046)",370,4,22,3,342
,,,,,
"RURAL (048)",16522,5147,1899,542,9139
"Menos de 1 año (049)",273,197,16,7,55
"De 1 a 14 años (050)",5215,3918,224,156,938
"De 15 a 29 años (051)",3306,582,489,135,2162
"De 30 a 44 años (052)",3172,242,817,154,2065
"De 45 a 64 años (053)",2622,135,301,59,2141
"De 65 y mas años (054)",1934,73,52,31,1778
"Hombres (056)",8789,2531,1505,371,4574
"Menos de 1 año (057)",146,103,8,7,28
"De 1 a 14 años (058)",2706,2031,116,81,492
"De 15 a 29 años (059)",1758,236,403,98,1080
"De 30 a 44 años (060)",1859,72,706,131,1055
"De 45 a 64 años (061)",1401,58,240,37,1080
"De 65 y mas años (062)",919,31,32,17,839
"Mujeres (064)",7733,2616,394,171,4565
"Menos de 1 año (065)",127,94,8,,27
"De 1 a 14 años (066)",2509,1887,108,75,446
"De 15 a 29 años (067)",1548,346,86,37,1082
"De 30 a 44 años (068)",1313,170,111,23,1010
"De 45 a 64 años (069)",1221,77,61,22,1061
"De 65 y mas años (070)",1015,42,20,14,939
