"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia AYMARAES (000)",8055,7841,23,1008,1074,1077,1943,1626,834,256,214,35235
"De 12 a 14 años (001)",14,8,1,4,3,,,,,,6,10
"De 15 a 19 años (002)",185,170,1,145,22,2,,,,,15,195
"De 20 a 24 años (003)",605,542,2,302,176,47,15,,,,63,859
"De 25 a 29 años (004)",791,745,1,191,265,202,81,5,,,46,1702
"De 30 a 34 años (005)",837,808,1,88,188,207,257,60,4,3,29,2642
"De 35 a 39 años (006)",758,747,1,45,106,132,291,144,26,2,11,3092
"De 40 a 44 años (007)",738,732,,42,65,85,235,209,84,12,6,3654
"De 45 a 49 años (008)",625,622,1,28,31,61,176,197,105,23,3,3455
"De 50 y más años (009)",3502,3467,15,163,218,341,888,1011,615,216,35,19626
"PEA (010)",1974,1887,4,307,314,302,432,334,154,40,87,7626
"De 15 a 19 años (012)",35,34,,29,5,,,,,,1,39
"De 20 a 24 años (013)",159,128,,78,34,11,5,,,,31,199
"De 25 a 29 años (014)",227,200,,64,72,53,10,1,,,27,415
"De 30 a 34 años (015)",255,239,,53,74,50,50,8,2,2,16,656
"De 35 a 39 años (016)",246,239,1,25,40,54,78,38,3,,7,867
"De 40 a 44 años (017)",244,243,,20,33,42,76,54,17,1,1,1053
"De 45 a 49 años (018)",187,187,,12,17,24,57,52,21,4,,932
"De 50 y más años (019)",621,617,3,26,39,68,156,181,111,33,4,3465
"Ocupada (020)",1931,1852,4,295,308,300,425,330,150,40,79,7506
"De 15 a 19 años (022)",32,31,,26,5,,,,,,1,36
"De 20 a 24 años (023)",147,121,,74,31,11,5,,,,26,189
"De 25 a 29 años (024)",224,198,,63,72,52,10,1,,,26,411
