"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PACASMAYO (000)",1776,388,1388
"De 14 a 29 años (001)",928,322,606
"De 30 a 44 años (002)",457,55,402
"De 45 a 64 años (003)",332,11,321
"De 65 y más años (004)",59,,59
"Hombres (005)",1308,239,1069
"De 14 a 29 años (006)",640,203,437
"De 30 a 44 años (007)",329,26,303
"De 45 a 64 años (008)",290,10,280
"De 65 y más años (009)",49,,49
"Mujeres (010)",468,149,319
"De 14 a 29 años (011)",288,119,169
"De 30 a 44 años (012)",128,29,99
"De 45 a 64 años (013)",42,1,41
"De 65 y más años (014)",10,,10
,,,
"AREA URBANA (015)",1588,346,1242
"De 14 a 29 años (016)",814,282,532
"De 30 a 44 años (017)",423,54,369
"De 45 a 64 años (018)",296,10,286
"De 65 y más años (019)",55,,55
"Hombres (020)",1168,213,955
"De 14 a 29 años (021)",563,179,384
"De 30 a 44 años (022)",298,25,273
"De 45 a 64 años (023)",261,9,252
"De 65 y más años (024)",46,,46
"Mujeres (025)",420,133,287
"De 14 a 29 años (026)",251,103,148
"De 30 a 44 años (027)",125,29,96
"De 45 a 64 años (028)",35,1,34
"De 65 y más años (029)",9,,9
,,,
"AREA RURAL (030)",188,42,146
"De 14 a 29 años (031)",114,40,74
"De 30 a 44 años (032)",34,1,33
"De 45 a 64 años (033)",36,1,35
"De 65 y más años (034)",4,,4
"Hombres (035)",140,26,114
"De 14 a 29 años (036)",77,24,53
"De 30 a 44 años (037)",31,1,30
"De 45 a 64 años (038)",29,1,28
"De 65 y más años (039)",3,,3
"Mujeres (040)",48,16,32
"De 14 a 29 años (041)",37,16,21
"De 30 a 44 años (042)",3,,3
"De 45 a 64 años (043)",7,,7
"De 65 y más años (044)",1,,1
