"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia MARISCAL CACERES",,,,,,,,,
"Viviendas particulares (001)",6223,2755,1767,181,124,18,7,6,1365
"Ocupantes presentes (002)",26840,11622,7828,754,488,77,27,27,6017
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5710,2504,1635,164,111,17,7,6,1266
"Ocupantes presentes (005)",25173,10838,7364,704,450,75,27,27,5688
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",50,23,9,2,3,,,,13
"Ocupantes presentes (008)",154,78,30,6,6,,,,34
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",363,183,103,12,10,1,,,54
"Ocupantes presentes (011)",1152,569,349,32,32,2,,,168
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",40,24,9,1,,,,,6
"Ocupantes presentes (014)",150,81,39,3,,,,,27
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",22,,,,,,,,22
"Ocupantes presentes (017)",86,,,,,,,,86
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",23,8,10,2,,,,,3
"Ocupantes presentes (020)",93,28,44,9,,,,,12
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,13,1,,,,,,1
"Ocupantes presentes (023)",32,28,2,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5790,2698,1736,177,114,18,6,3,1038
"Ocupantes presentes (029)",25006,11388,7670,740,443,77,25,18,4645
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5300,2448,1604,160,101,17,6,3,961
"Ocupantes presentes (032)",23426,10605,7206,690,405,75,25,18,4402
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",50,23,9,2,3,,,,13
"Ocupantes presentes (035)",154,78,30,6,6,,,,34
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",363,183,103,12,10,1,,,54
"Ocupantes presentes (038)",1152,569,349,32,32,2,,,168
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",40,24,9,1,,,,,6
"Ocupantes presentes (041)",150,81,39,3,,,,,27
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",23,8,10,2,,,,,3
"Ocupantes presentes (047)",93,28,44,9,,,,,12
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,12,1,,,,,,1
"Ocupantes presentes (050)",31,27,2,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",433,57,31,4,10,,1,3,327
"Ocupantes presentes (056)",1834,234,158,14,45,,2,9,1372
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",410,56,31,4,10,,1,3,305
"Ocupantes presentes (059)",1747,233,158,14,45,,2,9,1286
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",22,,,,,,,,22
"Ocupantes presentes (071)",86,,,,,,,,86
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
