"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia MOYOBAMBA",,,,,,,
"Viviendas particulares (001)",26795,7932,991,1634,14551,176,1511
"Ocupantes presentes (002)",114445,32432,3647,7022,64629,729,5986
"Casa independiente",,,,,,,
"Viviendas particulares (004)",24433,6998,645,1583,13752,158,1297
"Ocupantes presentes (005)",106081,29590,2724,6838,61132,657,5140
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",100,89,11,,,,
"Ocupantes presentes (008)",344,299,45,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",993,721,265,,,,7
"Ocupantes presentes (011)",2731,2046,666,,,,19
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",180,114,60,,,,6
"Ocupantes presentes (014)",652,470,171,,,,11
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",986,,,35,752,17,182
"Ocupantes presentes (017)",4263,,,122,3304,69,768
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",75,5,10,8,36,1,15
"Ocupantes presentes (020)",276,14,41,33,144,3,41
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,5,,8,7,,2
"Ocupantes presentes (023)",80,13,,29,36,,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,4,,2
"Ocupantes presentes (026)",18,,,,13,,5
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",16162,7915,979,1127,5651,82,408
"Ocupantes presentes (029)",67462,32354,3594,4838,24859,357,1460
"Casa independiente",,,,,,,
"Viviendas particulares (031)",14792,6981,633,1114,5606,81,377
"Ocupantes presentes (032)",63390,29512,2671,4787,24683,354,1383
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",100,89,11,,,,
"Ocupantes presentes (035)",344,299,45,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",993,721,265,,,,7
"Ocupantes presentes (038)",2731,2046,666,,,,19
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",180,114,60,,,,6
"Ocupantes presentes (041)",652,470,171,,,,11
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",75,5,10,8,36,1,15
"Ocupantes presentes (047)",276,14,41,33,144,3,41
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",17,5,,5,6,,1
"Ocupantes presentes (050)",55,13,,18,23,,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",5,,,,3,,2
"Ocupantes presentes (053)",14,,,,9,,5
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10633,17,12,507,8900,94,1103
"Ocupantes presentes (056)",46983,78,53,2184,39770,372,4526
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9641,17,12,469,8146,77,920
"Ocupantes presentes (059)",42691,78,53,2051,36449,303,3757
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",986,,,35,752,17,182
"Ocupantes presentes (071)",4263,,,122,3304,69,768
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,3,1,,1
"Ocupantes presentes (077)",25,,,11,13,,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",4,,,,4,,
