"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia REQUENA (000)",58249,6319,1826,29241,17433,984,1419,395,632
"Jefe o Jefa (001)",12253,335,5,6201,4310,291,643,170,298
"Esposa(o)/ compa¤era(o) (002)",9190,455,7,5585,2579,125,292,44,103
"Hijo(a)/ hijastro(a) (003)",26108,3911,1389,12558,7368,373,262,121,126
"Yerno/ nuera (004)",1394,14,1,458,777,47,52,18,27
"Nieto(a) (005)",2957,826,298,1343,450,23,9,4,4
"Padres/ suegros (006)",860,224,,573,56,,6,1,
"Otro(a) pariente (007)",4289,496,117,2089,1351,104,78,22,32
"Trabajador(a) del hogar (008)",147,2,1,67,74,2,,1,
"Pensionista (009)",110,,,21,47,6,23,1,12
"Otro(a) no pariente (010)",941,56,8,346,421,13,54,13,30
"Hombres (012)",30540,2937,959,14682,9878,608,805,259,412
"Jefe o Jefa (013)",10242,213,2,5180,3684,249,511,146,257
"Esposa(o)/ compa¤era(o) (014)",396,12,,155,187,12,20,3,7
"Hijo(a)/ hijastro(a) (015)",14061,1971,742,6694,4161,222,131,69,71
"Yerno/ nuera (016)",614,5,,158,349,29,37,12,24
"Nieto(a) (017)",1598,438,149,734,255,11,6,2,3
"Padres/ suegros (018)",391,47,,301,40,,2,1,
"Otro(a) pariente (019)",2449,224,61,1178,827,71,50,16,22
"Trabajador(a) del hogar (020)",39,,,19,19,,,1,
"Pensionista (021)",82,,,13,39,5,15,1,9
"Otro(a) no pariente (022)",668,27,5,250,317,9,33,8,19
"Mujeres (024)",27709,3382,867,14559,7555,376,614,136,220
"Jefe o Jefa (025)",2011,122,3,1021,626,42,132,24,41
"Esposa(o)/ compa¤era(o) (026)",8794,443,7,5430,2392,113,272,41,96
"Hijo(a)/ hijastro(a) (027)",12047,1940,647,5864,3207,151,131,52,55
"Yerno/ nuera (028)",780,9,1,300,428,18,15,6,3
"Nieto(a) (029)",1359,388,149,609,195,12,3,2,1
"Padres/ suegros (030)",469,177,,272,16,,4,,
"Otro(a) pariente (031)",1840,272,56,911,524,33,28,6,10
"Trabajador(a) del hogar (032)",108,2,1,48,55,2,,,
"Pensionista (033)",28,,,8,8,1,8,,3
"Otro(a) no pariente (034)",273,29,3,96,104,4,21,5,11
,,,,,,,,,
"URBANA (036)",33367,3011,1068,14223,12167,854,1189,318,537
"Jefe o Jefa (037)",6875,131,3,2814,2800,237,524,127,239
"Esposa(o)/ compa¤era(o) (038)",4971,172,3,2504,1803,109,254,38,88
"Hijo(a)/ hijastro(a) (039)",15088,1810,788,6320,5362,337,245,104,122
"Yerno/ nuera (040)",874,5,1,201,535,44,47,15,26
"Nieto(a) (041)",1974,514,202,852,367,23,8,4,4
"Padres/ suegros (042)",481,117,,314,44,,6,,
"Otro(a) pariente (043)",2519,240,63,1052,963,91,66,17,27
"Trabajador(a) del hogar (044)",93,,1,35,55,2,,,
"Pensionista (045)",66,,,13,29,4,11,1,8
"Otro(a) no pariente (046)",426,22,7,118,209,7,28,12,23
