"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAYTARA (000)",17136,2309,2559,3152,2875,2122,4119
"Católica (001)",14654,1957,2176,2674,2478,1817,3552
"Cristiana/Evangélica (002)",2322,327,356,436,373,286,544
"Otra (003)",53,1,8,13,11,8,12
"Ninguna (004)",107,24,19,29,13,11,11
"Hombres (006)",9099,1217,1310,1802,1643,1130,1997
"Católica (007)",7916,1038,1132,1569,1448,989,1740
"Cristiana/Evangélica (008)",1081,167,158,201,179,127,249
"Otra (009)",34,1,7,8,6,8,4
"Ninguna (010)",68,11,13,24,10,6,4
"Mujeres (012)",8037,1092,1249,1350,1232,992,2122
"Católica (013)",6738,919,1044,1105,1030,828,1812
"Cristiana/Evangélica (014)",1241,160,198,235,194,159,295
"Otra (015)",19,,1,5,5,,8
"Ninguna (016)",39,13,6,5,3,5,7
,,,,,,,
"URBANA (018)",5064,772,865,880,862,608,1077
"Católica (019)",4516,691,777,770,779,549,950
"Cristiana/Evangélica (020)",497,73,82,96,76,49,121
"Otra (021)",13,1,2,4,1,2,3
"Ninguna (022)",38,7,4,10,6,8,3
"Hombres (024)",2592,419,446,455,465,309,498
"Católica (025)",2332,375,409,399,428,279,442
"Cristiana/Evangélica (026)",232,38,32,48,34,25,55
"Otra (027)",6,1,2,1,,2,
"Ninguna (028)",22,5,3,7,3,3,1
"Mujeres (030)",2472,353,419,425,397,299,579
"Católica (031)",2184,316,368,371,351,270,508
"Cristiana/Evangélica (032)",265,35,50,48,42,24,66
"Otra (033)",7,,,3,1,,3
"Ninguna (034)",16,2,1,3,3,5,2
,,,,,,,
"RURAL (036)",12072,1537,1694,2272,2013,1514,3042
"Católica (037)",10138,1266,1399,1904,1699,1268,2602
"Cristiana/Evangélica (038)",1825,254,274,340,297,237,423
"Otra (039)",40,,6,9,10,6,9
"Ninguna (040)",69,17,15,19,7,3,8
"Hombres (042)",6507,798,864,1347,1178,821,1499
"Católica (043)",5584,663,723,1170,1020,710,1298
"Cristiana/Evangélica (044)",849,129,126,153,145,102,194
"Otra (045)",28,,5,7,6,6,4
"Ninguna (046)",46,6,10,17,7,3,3
"Mujeres (048)",5565,739,830,925,835,693,1543
"Católica (049)",4554,603,676,734,679,558,1304
"Cristiana/Evangélica (050)",976,125,148,187,152,135,229
"Otra (051)",12,,1,2,4,,5
"Ninguna (052)",23,11,5,2,,,5
