"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHA (000)",170218,8777,54328,11213,96664
"Hombres (001)",83733,4057,27154,6346,46679
"Mujeres (002)",86485,4720,27174,4867,49985
"PEA (003)",78464,1978,26438,6728,43889
"Hombres (004)",50843,1134,16388,4517,29223
"Mujeres (005)",27621,844,10050,2211,14666
"Ocupada (006)",75318,1896,25958,6572,41459
"Hombres (007)",48861,1082,16084,4408,27704
"Mujeres (008)",26457,814,9874,2164,13755
"Desocupada (009)",3146,82,480,156,2430
"Hombres (010)",1982,52,304,109,1519
"Mujeres (011)",1164,30,176,47,911
"No PEA (012)",91754,6799,27890,4485,52775
"Hombres (013)",32890,2923,10766,1829,17456
"Mujeres (014)",58864,3876,17124,2656,35319
,,,,,
"URBANA (018)",151360,7750,48492,10358,85490
"Hombres (019)",74204,3554,24063,5818,41243
"Mujeres (020)",77156,4196,24429,4540,44247
"PEA (021)",70408,1836,23834,6215,39067
"Hombres (022)",45136,1040,14474,4125,25893
"Mujeres (023)",25272,796,9360,2090,13174
"Ocupada (024)",67495,1758,23393,6064,36822
"Hombres (025)",43318,991,14195,4020,24506
"Mujeres (026)",24177,767,9198,2044,12316
"Desocupada (027)",2913,78,441,151,2245
"Hombres (028)",1818,49,279,105,1387
"Mujeres (029)",1095,29,162,46,858
"No PEA (030)",80952,5914,24658,4143,46423
"Hombres (031)",29068,2514,9589,1693,15350
"Mujeres (032)",51884,3400,15069,2450,31073
,,,,,
"RURAL (036)",18858,1027,5836,855,11174
"Hombres (037)",9529,503,3091,528,5436
"Mujeres (038)",9329,524,2745,327,5738
"PEA (039)",8056,142,2604,513,4822
"Hombres (040)",5707,94,1914,392,3330
"Mujeres (041)",2349,48,690,121,1492
"Ocupada (042)",7823,138,2565,508,4637
"Hombres (043)",5543,91,1889,388,3198
"Mujeres (044)",2280,47,676,120,1439
"Desocupada (045)",233,4,39,5,185
"Hombres (046)",164,3,25,4,132
"Mujeres (047)",69,1,14,1,53
"No PEA (048)",10802,885,3232,342,6352
"Hombres (049)",3822,409,1177,136,2106
"Mujeres (050)",6980,476,2055,206,4246
