"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHUMBIVILCAS (000)",75104,1525,30304,14978,12251,10735,5311
"Jefe o Jefa (001)",19536,,113,2996,6552,6622,3253
"Esposa(o) / compañera(o) (002)",12094,,49,2821,4603,3576,1045
"Hijo(a) / hijastro(a) (003)",36208,1255,26579,7652,626,92,4
"Yerno / nuera (004)",497,,12,388,80,15,2
"Nieto(a) (005)",2410,189,1963,248,10,,
"Padres / suegros (006)",938,,,2,14,172,750
"Otro(a) pariente (007)",2816,76,1462,647,239,183,209
"Trabajador(a) del hogar (008)",61,,10,37,6,4,4
"Pensionistas (009)",11,,1,3,3,1,3
"Otro(a) no pariente (010)",533,5,115,184,118,70,41
"Hombres (011)",37847,764,15541,7550,6078,5406,2508
"Jefe o Jefa (012)",14457,,55,2152,5208,4952,2090
"Esposa(o) / compañera(o) (013)",694,,28,176,224,193,73
"Hijo(a) / hijastro(a) (014)",19285,647,13691,4511,380,55,1
"Yerno / nuera (015)",144,,6,94,38,6,
"Nieto(a) (016)",1186,82,956,139,9,,
"Padres / suegros (017)",301,,,,5,54,242
"Otro(a) pariente (018)",1450,32,741,360,135,98,84
"Trabajador(a) del hogar (019)",28,,5,15,4,1,3
"Pensionistas (020)",6,,1,1,3,1,
"Otro(a) no pariente (021)",296,3,58,102,72,46,15
"Mujeres (022)",37257,761,14763,7428,6173,5329,2803
"Jefe o Jefa (023)",5079,,58,844,1344,1670,1163
"Esposa(o) / compañera(o) (024)",11400,,21,2645,4379,3383,972
"Hijo(a) / hijastro(a) (025)",16923,608,12888,3141,246,37,3
"Yerno / nuera (026)",353,,6,294,42,9,2
"Nieto(a) (027)",1224,107,1007,109,1,,
"Padres / suegros (028)",637,,,2,9,118,508
"Otro(a) pariente (029)",1366,44,721,287,104,85,125
"Trabajador(a) del hogar (030)",33,,5,22,2,3,1
"Pensionistas (031)",5,,,2,,,3
"Otro(a) no pariente (032)",237,2,57,82,46,24,26
,,,,,,,
"URBANA (033)",17041,334,6453,4101,3131,2128,894
"Jefe o Jefa (034)",4742,,54,1036,1733,1386,533
"Esposa(o) / compañera(o) (035)",2464,,17,679,1034,590,144
"Hijo(a) / hijastro(a) (036)",7551,283,5367,1745,140,15,1
"Yerno / nuera (037)",131,,4,96,29,2,
"Nieto(a) (038)",490,32,394,63,1,,
"Padres / suegros (039)",187,,,1,4,40,142
"Otro(a) pariente (040)",1079,16,545,308,92,62,56
"Trabajador(a) del hogar (041)",30,,5,24,,1,
"Pensionistas (042)",4,,1,3,,,
"Otro(a) no pariente (043)",363,3,66,146,98,32,18
"Hombres (044)",8512,161,3315,2027,1536,1092,381
"Jefe o Jefa (045)",3218,,25,643,1262,984,304
"Esposa(o) / compañera(o) (046)",201,,12,73,64,40,12
"Hijo(a) / hijastro(a) (047)",3972,139,2764,985,77,7,
"Yerno / nuera (048)",52,,2,34,15,1,
"Nieto(a) (049)",236,15,186,34,1,,
"Padres / suegros (050)",55,,,,2,15,38
"Otro(a) pariente (051)",568,6,287,171,55,26,23
"Trabajador(a) del hogar (052)",11,,3,8,,,
"Pensionistas (053)",2,,1,1,,,
"Otro(a) no pariente (054)",197,1,35,78,60,19,4
"Mujeres (055)",8529,173,3138,2074,1595,1036,513
"Jefe o Jefa (056)",1524,,29,393,471,402,229
"Esposa(o) / compañera(o) (057)",2263,,5,606,970,550,132
"Hijo(a) / hijastro(a) (058)",3579,144,2603,760,63,8,1
"Yerno / nuera (059)",79,,2,62,14,1,
"Nieto(a) (060)",254,17,208,29,,,
"Padres / suegros (061)",132,,,1,2,25,104
"Otro(a) pariente (062)",511,10,258,137,37,36,33
"Trabajador(a) del hogar (063)",19,,2,16,,1,
"Pensionistas (064)",2,,,2,,,
"Otro(a) no pariente (065)",166,2,31,68,38,13,14
,,,,,,,
"RURAL (066)",58063,1191,23851,10877,9120,8607,4417
"Jefe o Jefa (067)",14794,,59,1960,4819,5236,2720
"Esposa(o) / compañera(o) (068)",9630,,32,2142,3569,2986,901
"Hijo(a) / hijastro(a) (069)",28657,972,21212,5907,486,77,3
"Yerno / nuera (070)",366,,8,292,51,13,2
"Nieto(a) (071)",1920,157,1569,185,9,,
"Padres / suegros (072)",751,,,1,10,132,608
"Otro(a) pariente (073)",1737,60,917,339,147,121,153
"Trabajador(a) del hogar (074)",31,,5,13,6,3,4
"Pensionistas (075)",7,,,,3,1,3
"Otro(a) no pariente (076)",170,2,49,38,20,38,23
"Hombres (077)",29335,603,12226,5523,4542,4314,2127
"Jefe o Jefa (078)",11239,,30,1509,3946,3968,1786
"Esposa(o) / compañera(o) (079)",493,,16,103,160,153,61
"Hijo(a) / hijastro(a) (080)",15313,508,10927,3526,303,48,1
"Yerno / nuera (081)",92,,4,60,23,5,
"Nieto(a) (082)",950,67,770,105,8,,
"Padres / suegros (083)",246,,,,3,39,204
"Otro(a) pariente (084)",882,26,454,189,80,72,61
"Trabajador(a) del hogar (085)",17,,2,7,4,1,3
"Pensionistas (086)",4,,,,3,1,
"Otro(a) no pariente (087)",99,2,23,24,12,27,11
"Mujeres (088)",28728,588,11625,5354,4578,4293,2290
"Jefe o Jefa (089)",3555,,29,451,873,1268,934
"Esposa(o) / compañera(o) (090)",9137,,16,2039,3409,2833,840
"Hijo(a) / hijastro(a) (091)",13344,464,10285,2381,183,29,2
"Yerno / nuera (092)",274,,4,232,28,8,2
"Nieto(a) (093)",970,90,799,80,1,,
"Padres / suegros (094)",505,,,1,7,93,404
"Otro(a) pariente (095)",855,34,463,150,67,49,92
"Trabajador(a) del hogar (096)",14,,3,6,2,2,1
"Pensionistas (097)",3,,,,,,3
