"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PUERTO INCA (000)",31032,29326,1577,129
"Hombres (001)",17013,16173,777,63
"Mujeres (002)",14019,13153,800,66
"Menores de 1 año (003)",804,453,309,42
"Hombres (004)",398,224,151,23
"Mujeres (005)",406,229,158,19
"De 1 a 5 años (006)",4210,3186,947,77
"Hombres (007)",2211,1666,508,37
"Mujeres (008)",1999,1520,439,40
"De 6 a 14 años (009)",7505,7394,106,5
"Hombres (010)",3914,3863,49,2
"Mujeres (011)",3591,3531,57,3
"De 15 a 29 años (012)",8265,8219,44,2
"Hombres (013)",4502,4489,13,
"Mujeres (014)",3763,3730,31,2
"De 30 a 44 años (015)",5708,5665,43,
"Hombres (016)",3225,3213,12,
"Mujeres (017)",2483,2452,31,
"De 45 a 64 años (018)",3575,3519,53,3
"Hombres (019)",2176,2154,21,1
"Mujeres (020)",1399,1365,32,2
"De 65 a más años (021)",965,890,75,
"Hombres (022)",587,564,23,
"Mujeres (023)",378,326,52,
,,,,
"URBANA (024)",6169,6027,116,26
"Hombres (025)",3218,3148,55,15
"Mujeres (026)",2951,2879,61,11
"Menores de 1 año (027)",145,111,29,5
"Hombres (028)",75,59,13,3
"Mujeres (029)",70,52,16,2
"De 1 a 5 años (030)",659,568,71,20
"Hombres (031)",359,307,40,12
"Mujeres (032)",300,261,31,8
"De 6 a 14 años (033)",1482,1482,,
"Hombres (034)",732,732,,
"Mujeres (035)",750,750,,
"De 15 a 29 años (036)",1611,1611,,
"Hombres (037)",808,808,,
"Mujeres (038)",803,803,,
"De 30 a 44 años (039)",1279,1278,1,
"Hombres (040)",663,663,,
"Mujeres (041)",616,615,1,
"De 45 a 64 años (042)",774,768,5,1
"Hombres (043)",448,448,,
"Mujeres (044)",326,320,5,1
"De 65 a más años (045)",219,209,10,
"Hombres (046)",133,131,2,
"Mujeres (047)",86,78,8,
,,,,
"RURAL (048)",24863,23299,1461,103
"Hombres (049)",13795,13025,722,48
"Mujeres (050)",11068,10274,739,55
"Menores de 1 año (051)",659,342,280,37
"Hombres (052)",323,165,138,20
"Mujeres (053)",336,177,142,17
"De 1 a 5 años (054)",3551,2618,876,57
"Hombres (055)",1852,1359,468,25
"Mujeres (056)",1699,1259,408,32
"De 6 a 14 años (057)",6023,5912,106,5
"Hombres (058)",3182,3131,49,2
"Mujeres (059)",2841,2781,57,3
"De 15 a 29 años (060)",6654,6608,44,2
"Hombres (061)",3694,3681,13,
"Mujeres (062)",2960,2927,31,2
"De 30 a 44 años (063)",4429,4387,42,
"Hombres (064)",2562,2550,12,
"Mujeres (065)",1867,1837,30,
"De 45 a 64 años (066)",2801,2751,48,2
"Hombres (067)",1728,1706,21,1
"Mujeres (068)",1073,1045,27,1
"De 65 a más años (069)",746,681,65,
"Hombres (070)",454,433,21,
"Mujeres (071)",292,248,44,
