"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PATAZ (000)",53476,9777,10076,11180,8874,5480,8089
"Católica (001)",41494,7572,7920,8746,6841,4147,6268
"Cristiana/Evangélica (002)",9793,1848,1677,1922,1682,1113,1551
"Otra (003)",677,104,119,155,104,88,107
"Ninguna (004)",1512,253,360,357,247,132,163
"Hombres (006)",28898,5066,5592,6378,5014,2922,3926
"Católica (007)",22850,3958,4490,5095,3957,2273,3077
"Cristiana/Evangélica (008)",4726,905,814,956,846,509,696
"Otra (009)",375,51,60,96,61,48,59
"Ninguna (010)",947,152,228,231,150,92,94
"Mujeres (012)",24578,4711,4484,4802,3860,2558,4163
"Católica (013)",18644,3614,3430,3651,2884,1874,3191
"Cristiana/Evangélica (014)",5067,943,863,966,836,604,855
"Otra (015)",302,53,59,59,43,40,48
"Ninguna (016)",565,101,132,126,97,40,69
,,,,,,,
"URBANA (018)",14905,2534,2925,3478,2635,1516,1817
"Católica (019)",11686,1978,2309,2750,2052,1163,1434
"Cristiana/Evangélica (020)",2527,470,447,541,456,289,324
"Otra (021)",243,35,46,62,43,30,27
"Ninguna (022)",449,51,123,125,84,34,32
"Hombres (024)",8036,1309,1597,1950,1493,808,879
"Católica (025)",6401,1033,1281,1573,1181,645,688
"Cristiana/Evangélica (026)",1214,226,217,260,236,125,150
"Otra (027)",133,16,21,38,28,13,17
"Ninguna (028)",288,34,78,79,48,25,24
"Mujeres (030)",6869,1225,1328,1528,1142,708,938
"Católica (031)",5285,945,1028,1177,871,518,746
"Cristiana/Evangélica (032)",1313,244,230,281,220,164,174
"Otra (033)",110,19,25,24,15,17,10
"Ninguna (034)",161,17,45,46,36,9,8
,,,,,,,
"RURAL (036)",38571,7243,7151,7702,6239,3964,6272
"Católica (037)",29808,5594,5611,5996,4789,2984,4834
"Cristiana/Evangélica (038)",7266,1378,1230,1381,1226,824,1227
"Otra (039)",434,69,73,93,61,58,80
"Ninguna (040)",1063,202,237,232,163,98,131
"Hombres (042)",20862,3757,3995,4428,3521,2114,3047
"Católica (043)",16449,2925,3209,3522,2776,1628,2389
"Cristiana/Evangélica (044)",3512,679,597,696,610,384,546
"Otra (045)",242,35,39,58,33,35,42
"Ninguna (046)",659,118,150,152,102,67,70
"Mujeres (048)",17709,3486,3156,3274,2718,1850,3225
"Católica (049)",13359,2669,2402,2474,2013,1356,2445
"Cristiana/Evangélica (050)",3754,699,633,685,616,440,681
"Otra (051)",192,34,34,35,28,23,38
"Ninguna (052)",404,84,87,80,61,31,61
