"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUACAYBAMBA (000)",4399,549,529,2615,22,601,83
"Sin nivel (001)",536,1,51,365,3,102,14
"Primaria (003)",2108,6,297,1474,8,280,43
"Secundaria (004)",1134,65,158,678,9,202,22
"Superior no univ. incompleta (005)",96,39,10,38,1,8,
"Superior no univ. completa (006)",277,223,11,37,,5,1
"Superior univ. incompleta (007)",53,36,2,10,1,2,2
"Superior univ. completa (008)",195,179,,13,,2,1
"Hombres (010)",3654,359,500,2314,19,445,17
"Sin nivel (011)",389,1,46,276,3,60,3
"Primaria (013)",1864,5,282,1355,7,208,7
"Secundaria (014)",977,53,149,598,9,164,4
"Superior no univ. incompleta (015)",71,22,10,33,,6,
"Superior no univ. completa (016)",180,133,11,31,,4,1
"Superior univ. incompleta (017)",42,26,2,10,,2,2
"Superior univ. completa (018)",131,119,,11,,1,
"Mujeres (020)",745,190,29,301,3,156,66
"Sin nivel (021)",147,,5,89,,42,11
"Primaria (023)",244,1,15,119,1,72,36
"Secundaria (024)",157,12,9,80,,38,18
"Superior no univ. incompleta (025)",25,17,,5,1,2,
"Superior no univ. completa (026)",97,90,,6,,1,
"Superior univ. incompleta (027)",11,10,,,1,,
"Superior univ. completa (028)",64,60,,2,,1,1
,,,,,,,
"URBANA (030)",1066,359,121,428,10,106,42
"Sin nivel (031)",32,,4,17,,7,4
"Primaria (033)",283,4,43,172,4,40,20
"Secundaria (034)",362,41,60,193,4,50,14
"Superior no univ. incompleta (035)",56,25,7,17,1,6,
"Superior no univ. completa (036)",174,149,6,17,,1,1
"Superior univ. incompleta (037)",36,27,1,4,1,1,2
"Superior univ. completa (038)",123,113,,8,,1,1
"Hombres (040)",764,240,115,331,7,63,8
"Sin nivel (041)",14,,2,10,,2,
"Primaria (043)",206,4,41,135,3,20,3
"Secundaria (044)",284,35,58,151,4,34,2
"Superior no univ. incompleta (045)",36,13,7,12,,4,
"Superior no univ. completa (046)",113,92,6,13,,1,1
"Superior univ. incompleta (047)",30,22,1,4,,1,2
"Superior univ. completa (048)",81,74,,6,,1,
"Mujeres (050)",302,119,6,97,3,43,34
"Sin nivel (051)",18,,2,7,,5,4
"Primaria (053)",77,,2,37,1,20,17
"Secundaria (054)",78,6,2,42,,16,12
"Superior no univ. incompleta (055)",20,12,,5,1,2,
"Superior no univ. completa (056)",61,57,,4,,,
"Superior univ. incompleta (057)",6,5,,,1,,
"Superior univ. completa (058)",42,39,,2,,,1
,,,,,,,
"RURAL (060)",3333,190,408,2187,12,495,41
"Sin nivel (061)",504,1,47,348,3,95,10
"Primaria (063)",1825,2,254,1302,4,240,23
"Secundaria (064)",772,24,98,485,5,152,8
"Superior no univ. incompleta (065)",40,14,3,21,,2,
"Superior no univ. completa (066)",103,74,5,20,,4,
"Superior univ. incompleta (067)",17,9,1,6,,1,
"Superior univ. completa (068)",72,66,,5,,1,
"Hombres (070)",2890,119,385,1983,12,382,9
"Sin nivel (071)",375,1,44,266,3,58,3
"Primaria (073)",1658,1,241,1220,4,188,4
"Secundaria (074)",693,18,91,447,5,130,2
"Superior no univ. incompleta (075)",35,9,3,21,,2,
"Superior no univ. completa (076)",67,41,5,18,,3,
"Superior univ. incompleta (077)",12,4,1,6,,1,
"Superior univ. completa (078)",50,45,,5,,,
"Mujeres (080)",443,71,23,204,,113,32
"Sin nivel (081)",129,,3,82,,37,7
"Primaria (083)",167,1,13,82,,52,19
"Secundaria (084)",79,6,7,38,,22,6
"Superior no univ. incompleta (085)",5,5,,,,,
"Superior no univ. completa (086)",36,33,,2,,1,
"Superior univ. incompleta (087)",5,5,,,,,
"Superior univ. completa (088)",22,21,,,,1,
