"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TUMBES (000)",39948,201,760,1894,4379,7601,13743,11370
"De 12 a 14 años (001)",86,,,,,,5,81
"De 15 a 19 años (002)",1366,,,,,,684,682
"De 20 a 24 años (003)",5024,,,,,14,2573,2437
"De 25 a 29 años (004)",5763,,,,,270,3425,2068
"De 30 a 34 años (005)",5356,,,,3,795,3178,1380
"De 35 a 39 años (006)",5002,,,,61,1514,2358,1069
"De 40 a 44 años (007)",4333,,,,346,1988,1141,858
"De 45 a 49 años (008)",3523,,,16,873,1682,326,626
"De 50 y más años (009)",9495,201,760,1878,3096,1338,53,2169
"PEA (010)",13544,6,77,313,1355,3163,4387,4243
"De 12 a 14 años (011)",8,,,,,,1,7
"De 15 a 19 años (012)",191,,,,,,102,89
"De 20 a 24 años (013)",1430,,,,,5,542,883
"De 25 a 29 años (014)",1979,,,,,109,969,901
"De 30 a 34 años (015)",2137,,,,1,353,1123,660
"De 35 a 39 años (016)",2175,,,,26,670,947,532
"De 40 a 44 años (017)",1975,,,,157,879,532,407
"De 45 a 49 años (018)",1460,,,8,339,693,151,269
"De 50 y más años (019)",2189,6,77,305,832,454,20,495
"Ocupada (020)",12909,6,75,309,1318,3074,4168,3959
"De 12 a 14 años (021)",7,,,,,,1,6
"De 15 a 19 años (022)",166,,,,,,87,79
"De 20 a 24 años (023)",1289,,,,,5,493,791
"De 25 a 29 años (024)",1820,,,,,102,901,817
"De 30 a 34 años (025)",2040,,,,1,337,1074,628
"De 35 a 39 años (026)",2101,,,,25,642,927,507
"De 40 a 44 años (027)",1925,,,,148,866,519,392
"De 45 a 49 años (028)",1423,,,8,333,676,146,260
"De 50 y más años (029)",2138,6,75,301,811,446,20,479
"Desocupada (030)",635,,2,4,37,89,219,284
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",25,,,,,,15,10
"De 20 a 24 años (033)",141,,,,,,49,92
"De 25 a 29 años (034)",159,,,,,7,68,84
"De 30 a 34 años (035)",97,,,,,16,49,32
"De 35 a 39 años (036)",74,,,,1,28,20,25
"De 40 a 44 años (037)",50,,,,9,13,13,15
"De 45 a 49 años (038)",37,,,,6,17,5,9
"De 50 y más años (039)",51,,2,4,21,8,,16
"No PEA (040)",26404,195,683,1581,3024,4438,9356,7127
"De 12 a 14 años (041)",78,,,,,,4,74
"De 15 a 19 años (042)",1175,,,,,,582,593
"De 20 a 24 años (043)",3594,,,,,9,2031,1554
"De 25 a 29 años (044)",3784,,,,,161,2456,1167
"De 30 a 34 años (045)",3219,,,,2,442,2055,720
