"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia MOHO (000)",10830,10559,3047,1062,1139,1092,1828,1379,1012,271
"Católica (001)",6730,6554,1935,669,731,676,1132,827,584,176
"Cristiana/Evangélica (002)",1099,1079,291,98,117,129,198,153,93,20
"Otra (003)",1569,1535,391,160,145,161,265,208,205,34
"Ninguna (004)",1432,1391,430,135,146,126,233,191,130,41
,,,,,,,,,,
"URBANA (006)",2845,2751,886,323,407,340,418,240,137,94
"Católica (007)",2034,1959,644,227,297,241,289,167,94,75
"Cristiana/Evangélica (008)",254,249,87,24,29,42,38,20,9,5
"Otra (009)",262,255,70,35,40,30,43,23,14,7
"Ninguna (010)",295,288,85,37,41,27,48,30,20,7
,,,,,,,,,,
"RURAL (012)",7985,7808,2161,739,732,752,1410,1139,875,177
"Católica (013)",4696,4595,1291,442,434,435,843,660,490,101
"Cristiana/Evangélica (014)",845,830,204,74,88,87,160,133,84,15
"Otra (015)",1307,1280,321,125,105,131,222,185,191,27
"Ninguna (016)",1137,1103,345,98,105,99,185,161,110,34
