"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TALARA (000)",113707,10218,29206,12138,63945
"Hombres (001)",56992,4685,14785,7004,31641
"Mujeres (002)",56715,5533,14421,5134,32304
"PEA (003)",46279,2011,11513,5566,28225
"Hombres (004)",33756,1338,8462,4368,20452
"Mujeres (005)",12523,673,3051,1198,7773
"Ocupada (006)",42659,1873,11091,5311,25403
"Hombres (007)",31064,1251,8147,4168,18349
"Mujeres (008)",11595,622,2944,1143,7054
"Desocupada (009)",3620,138,422,255,2822
"Hombres (010)",2692,87,315,200,2103
"Mujeres (011)",928,51,107,55,719
"No PEA (012)",67428,8207,17693,6572,35720
"Hombres (013)",23236,3347,6323,2636,11189
"Mujeres (014)",44192,4860,11370,3936,24531
,,,,,
"URBANA (018)",111492,10028,29028,11893,62315
"Hombres (019)",55758,4597,14688,6865,30713
"Mujeres (020)",55734,5431,14340,5028,31602
"PEA (021)",45219,1984,11407,5433,27411
"Hombres (022)",32871,1315,8392,4272,19743
"Mujeres (023)",12348,669,3015,1161,7668
"Ocupada (024)",41644,1850,10986,5178,24629
"Hombres (025)",30218,1232,8077,4072,17675
"Mujeres (026)",11426,618,2909,1106,6954
"Desocupada (027)",3575,134,421,255,2782
"Hombres (028)",2653,83,315,200,2068
"Mujeres (029)",922,51,106,55,714
"No PEA (030)",66273,8044,17621,6460,34904
"Hombres (031)",22887,3282,6296,2593,10970
"Mujeres (032)",43386,4762,11325,3867,23934
,,,,,
"RURAL (036)",2215,190,178,245,1630
"Hombres (037)",1234,88,97,139,928
"Mujeres (038)",981,102,81,106,702
"PEA (039)",1060,27,106,133,814
"Hombres (040)",885,23,70,96,709
"Mujeres (041)",175,4,36,37,105
"Ocupada (042)",1015,23,105,133,774
"Hombres (043)",846,19,70,96,674
"Mujeres (044)",169,4,35,37,100
"Desocupada (045)",45,4,1,,40
"Hombres (046)",39,4,,,35
"Mujeres (047)",6,,1,,5
"No PEA (048)",1155,163,72,112,816
"Hombres (049)",349,65,27,43,219
"Mujeres (050)",806,98,45,69,597
