"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANCA SANCOS (000)",3004,31,1212,1019,309,108,46,26,3,,250
"Sin Nivel (001)",869,14,344,284,81,32,16,15,2,,81
"Educación Inicial (002)",7,,4,,,1,,,,,2
"Primaria (003)",1375,17,607,477,116,34,22,10,1,,91
"Secundaria (004)",491,,209,173,46,12,5,,,,46
"Sup. no Univ. Incompleta (005)",56,,12,28,9,2,,,,,5
"Sup. no Univ. Completa (006)",129,,29,40,32,13,2,,,,13
"Sup. Univ. Incompleta (007)",14,,1,3,6,2,,,,,2
"Sup. Univ. Completa (008)",63,,6,14,19,12,1,1,,,10
,,,,,,,,,,,
"URBANA (010)",2043,22,810,679,235,79,32,14,2,,170
"Sin Nivel (011)",458,9,179,142,51,18,9,7,1,,42
"Educación Inicial (012)",5,,3,,,1,,,,,1
"Primaria (013)",935,13,416,318,79,21,16,6,1,,65
"Secundaria (014)",405,,170,142,42,11,4,,,,36
"Sup. no Univ. Incompleta (015)",47,,8,26,8,1,,,,,4
"Sup. no Univ. Completa (016)",123,,28,36,32,13,2,,,,12
"Sup. Univ. Incompleta (017)",12,,1,2,5,2,,,,,2
"Sup. Univ. Completa (018)",58,,5,13,18,12,1,1,,,8
,,,,,,,,,,,
"RURAL (020)",961,9,402,340,74,29,14,12,1,,80
"Sin Nivel (021)",411,5,165,142,30,14,7,8,1,,39
"Educación Inicial (022)",2,,1,,,,,,,,1
"Primaria (023)",440,4,191,159,37,13,6,4,,,26
"Secundaria (024)",86,,39,31,4,1,1,,,,10
"Sup. no Univ. Incompleta (025)",9,,4,2,1,1,,,,,1
"Sup. no Univ. Completa (026)",6,,1,4,,,,,,,1
"Sup. Univ. Incompleta (027)",2,,,1,1,,,,,,
"Sup. Univ. Completa (028)",5,,1,1,1,,,,,,2
