"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ZARUMILLA (000)",25430,24153,1277
"Hombres (001)",13664,12848,816
"Mujeres (002)",11766,11305,461
"De 18 a 29 años (003)",10046,9157,889
"Hombres (004)",5331,4709,622
"Mujeres (005)",4715,4448,267
"De 30 a 44 años (006)",8711,8535,176
"Hombres (007)",4604,4505,99
"Mujeres (008)",4107,4030,77
"De 45 a 64 años (009)",5229,5119,110
"Hombres (010)",2925,2868,57
"Mujeres (011)",2304,2251,53
"De 65 y más años (012)",1444,1342,102
"Hombres (013)",804,766,38
"Mujeres (014)",640,576,64
,,,
"URBANA (015)",23140,22030,1110
"Hombres (016)",12369,11660,709
"Mujeres (017)",10771,10370,401
"De 18 a 29 años (018)",9182,8387,795
"Hombres (019)",4869,4316,553
"Mujeres (020)",4313,4071,242
"De 30 a 44 años (021)",7983,7842,141
"Hombres (022)",4191,4108,83
"Mujeres (023)",3792,3734,58
"De 45 a 64 años (024)",4732,4642,90
"Hombres (025)",2634,2591,43
"Mujeres (026)",2098,2051,47
"De 65 y más años (027)",1243,1159,84
"Hombres (028)",675,645,30
"Mujeres (029)",568,514,54
,,,
"RURAL (030)",2290,2123,167
"Hombres (031)",1295,1188,107
"Mujeres (032)",995,935,60
"De 18 a 29 años (033)",864,770,94
"Hombres (034)",462,393,69
"Mujeres (035)",402,377,25
"De 30 a 44 años (036)",728,693,35
"Hombres (037)",413,397,16
"Mujeres (038)",315,296,19
"De 45 a 64 años (039)",497,477,20
"Hombres (040)",291,277,14
"Mujeres (041)",206,200,6
"De 65 y más años (042)",201,183,18
"Hombres (043)",129,121,8
"Mujeres (044)",72,62,10
