"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BARRANCA (000)",50480,426,16351,18347,13189,2167
"Empleado (001)",12136,46,4315,4957,2624,194
"Obrero (002)",15123,101,5872,5201,3502,447
"Trabajador independiente (003)",18974,86,4601,6907,6044,1336
"Empleador o patrono (004)",1033,,216,367,374,76
"Trabajador familiar no remunerado (005)",2064,177,807,557,426,97
"Trabajador del hogar (006)",1150,16,540,358,219,17
"Hombres (008)",33833,282,11106,11904,8957,1584
"Empleado (009)",6767,25,2188,2724,1688,142
"Obrero (010)",12671,87,4955,4278,2950,401
"Trabajador independiente (011)",12720,61,3325,4450,3942,942
"Empleador o patrono (012)",772,,157,275,276,64
"Trabajador familiar no remunerado (013)",866,108,461,168,94,35
"Trabajador del hogar (014)",37,1,20,9,7,
"Mujeres (016)",16647,144,5245,6443,4232,583
"Empleado (017)",5369,21,2127,2233,936,52
"Obrero (018)",2452,14,917,923,552,46
"Trabajador independiente (019)",6254,25,1276,2457,2102,394
"Empleador o patrono (020)",261,,59,92,98,12
"Trabajador familiar no remunerado (021)",1198,69,346,389,332,62
"Trabajador del hogar (022)",1113,15,520,349,212,17
,,,,,,
"URBANA (024)",43030,328,13675,15824,11420,1783
"Empleado (025)",11732,44,4165,4776,2558,189
"Obrero (026)",10481,62,3972,3620,2516,311
"Trabajador independiente (027)",17258,81,4239,6317,5471,1150
"Empleador o patrono (028)",861,,191,319,302,49
"Trabajador familiar no remunerado (029)",1641,126,618,461,367,69
"Trabajador del hogar (030)",1057,15,490,331,206,15
"Hombres (032)",28079,215,9039,9993,7565,1267
"Empleado (033)",6523,24,2111,2608,1640,140
"Obrero (034)",8883,53,3392,3010,2148,280
"Trabajador independiente (035)",11362,59,3038,4005,3479,781
"Empleador o patrono (036)",624,,139,232,214,39
"Trabajador familiar no remunerado (037)",650,78,339,129,77,27
"Trabajador del hogar (038)",37,1,20,9,7,
"Mujeres (040)",14951,113,4636,5831,3855,516
"Empleado (041)",5209,20,2054,2168,918,49
"Obrero (042)",1598,9,580,610,368,31
"Trabajador independiente (043)",5896,22,1201,2312,1992,369
"Empleador o patrono (044)",237,,52,87,88,10
"Trabajador familiar no remunerado (045)",991,48,279,332,290,42
"Trabajador del hogar (046)",1020,14,470,322,199,15
,,,,,,
"RURAL (048)",7450,98,2676,2523,1769,384
"Empleado (049)",404,2,150,181,66,5
"Obrero (050)",4642,39,1900,1581,986,136
"Trabajador independiente (051)",1716,5,362,590,573,186
"Empleador o patrono (052)",172,,25,48,72,27
"Trabajador familiar no remunerado (053)",423,51,189,96,59,28
"Trabajador del hogar (054)",93,1,50,27,13,2
"Hombres (056)",5754,67,2067,1911,1392,317
"Empleado (057)",244,1,77,116,48,2
"Obrero (058)",3788,34,1563,1268,802,121
"Trabajador independiente (059)",1358,2,287,445,463,161
"Empleador o patrono (060)",148,,18,43,62,25
"Trabajador familiar no remunerado (061)",216,30,122,39,17,8
"Mujeres (064)",1696,31,609,612,377,67
"Empleado (065)",160,1,73,65,18,3
"Obrero (066)",854,5,337,313,184,15
"Trabajador independiente (067)",358,3,75,145,110,25
"Empleador o patrono (068)",24,,7,5,10,2
"Trabajador familiar no remunerado (069)",207,21,67,57,42,20
"Trabajador del hogar (070)",93,1,50,27,13,2
