"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CARHUAZ (000)",41444,1703,9911,8319,6156,5165,3654,2823,3713
"Quechua (001)",30365,1024,6466,5669,4446,4055,2989,2411,3305
"Aymara (002)",40,2,5,7,3,7,5,6,5
"Ashaninca (003)",2,,,2,,,,,
"Otra lengua nativa (004)",17,1,7,6,2,,,1,
"Castellano (005)",10971,674,3424,2624,1694,1097,656,401,401
"Idioma extranjero (006)",11,,,4,3,1,1,2,
"Es sordomudo/a (007)",38,2,9,7,8,5,3,2,2
"Hombres (009)",20002,876,5024,4139,2980,2457,1701,1299,1526
"Quechua (010)",14368,517,3299,2778,2130,1890,1358,1074,1322
"Aymara (011)",17,1,4,3,2,1,3,2,1
"Otra lengua nativa (013)",10,1,5,3,,,,1,
"Castellano (014)",5576,357,1712,1347,841,561,337,219,202
"Idioma extranjero (015)",10,,,4,2,1,1,2,
"Es sordomudo/a (016)",21,,4,4,5,4,2,1,1
"Mujeres (018)",21442,827,4887,4180,3176,2708,1953,1524,2187
"Quechua (019)",15997,507,3167,2891,2316,2165,1631,1337,1983
"Aymara (020)",23,1,1,4,1,6,2,4,4
"Ashaninca (021)",2,,,2,,,,,
"Otra lengua nativa (022)",7,,2,3,2,,,,
"Castellano (023)",5395,317,1712,1277,853,536,319,182,199
"Idioma extranjero (024)",1,,,,1,,,,
"Es sordomudo/a (025)",17,2,5,3,3,1,1,1,1
,,,,,,,,,
"URBANA (027)",14088,518,3024,2779,2295,1850,1342,1003,1277
"Quechua (028)",7238,158,1125,1201,1178,1065,860,685,966
"Aymara (029)",15,,1,5,1,4,1,1,2
"Otra lengua nativa (031)",14,1,5,6,2,,,,
"Castellano (032)",6794,357,1889,1563,1106,778,479,313,309
"Idioma extranjero (033)",10,,,3,3,1,1,2,
"Es sordomudo/a (034)",17,2,4,1,5,2,1,2,
"Hombres (036)",6788,250,1486,1373,1150,877,648,474,530
"Quechua (037)",3404,72,558,602,603,489,396,303,381
"Aymara (038)",6,,1,2,,1,1,1,
"Otra lengua nativa (040)",7,1,3,3,,,,,
"Castellano (041)",3354,177,921,763,543,385,249,167,149
"Idioma extranjero (042)",9,,,3,2,1,1,2,
"Es sordomudo/a (043)",8,,3,,2,1,1,1,
"Mujeres (045)",7300,268,1538,1406,1145,973,694,529,747
"Quechua (046)",3834,86,567,599,575,576,464,382,585
"Aymara (047)",9,,,3,1,3,,,2
"Otra lengua nativa (049)",7,,2,3,2,,,,
"Castellano (050)",3440,180,968,800,563,393,230,146,160
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",9,2,1,1,3,1,,1,
,,,,,,,,,
"RURAL (054)",27356,1185,6887,5540,3861,3315,2312,1820,2436
"Quechua (055)",23127,866,5341,4468,3268,2990,2129,1726,2339
"Aymara (056)",25,2,4,2,2,3,4,5,3
"Ashaninca (057)",2,,,2,,,,,
"Otra lengua nativa (058)",3,,2,,,,,1,
"Castellano (059)",4177,317,1535,1061,588,319,177,88,92
"Idioma extranjero (060)",1,,,1,,,,,
"Es sordomudo/a (061)",21,,5,6,3,3,2,,2
"Hombres (063)",13214,626,3538,2766,1830,1580,1053,825,996
"Quechua (064)",10964,445,2741,2176,1527,1401,962,771,941
"Aymara (065)",11,1,3,1,2,,2,1,1
"Otra lengua nativa (067)",3,,2,,,,,1,
"Castellano (068)",2222,180,791,584,298,176,88,52,53
"Idioma extranjero (069)",1,,,1,,,,,
"Es sordomudo/a (070)",13,,1,4,3,3,1,,1
"Mujeres (072)",14142,559,3349,2774,2031,1735,1259,995,1440
"Quechua (073)",12163,421,2600,2292,1741,1589,1167,955,1398
"Aymara (074)",14,1,1,1,,3,2,4,2
"Ashaninca (075)",2,,,2,,,,,
"Castellano (077)",1955,137,744,477,290,143,89,36,39
"Es sordomudo/a (079)",8,,4,2,,,1,,1
