"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ANGARAES (000)",10966,8743,732,507,984
"Sin nivel (001)",1605,1533,33,8,31
"Educación inicial (002)",15,13,,1,1
"Primaria (003)",4571,4060,146,91,274
"Secundaria (004)",3119,2440,186,154,339
"Superior no univ. incompleta (005)",247,153,31,23,40
"Superior no univ. completa (006)",385,163,81,51,90
"Superior univ. incompleta (007)",188,114,24,20,30
"Superior univ. completa (008)",836,267,231,159,179
"De 06 a 14 años (010)",258,236,16,6,
"Sin nivel (011)",12,12,,,
"Educación inicial (012)",1,1,,,
"Primaria (013)",183,170,12,1,
"Secundaria (014)",62,53,4,5,
"De 15 a 29 años (020)",3191,2493,204,168,326
"Sin nivel (021)",77,72,2,1,2
"Educación inicial (022)",7,6,,1,
"Primaria (023)",933,828,26,22,57
"Secundaria (024)",1649,1311,81,96,161
"Superior no univ. incompleta (025)",116,79,17,5,15
"Superior no univ. completa (026)",113,56,19,6,32
"Superior univ. incompleta (027)",97,74,10,5,8
"Superior univ. completa (028)",199,67,49,32,51
"De 30 a 44 años (030)",3748,2753,336,215,444
"Sin nivel (031)",324,305,8,3,8
"Educación inicial (032)",7,6,,,1
"Primaria (033)",1671,1425,61,40,145
"Secundaria (034)",944,718,70,26,130
"Superior no univ. incompleta (035)",105,61,12,15,17
"Superior no univ. completa (036)",176,60,43,31,42
"Superior univ. incompleta (037)",68,28,10,12,18
"Superior univ. completa (038)",453,150,132,88,83
"De 45 a 64 años (040)",2918,2440,159,112,207
"Sin nivel (041)",726,685,18,4,19
"Primaria (043)",1445,1313,40,23,69
"Secundaria (044)",433,329,31,27,46
"Superior no univ. incompleta (045)",24,11,2,3,8
"Superior no univ. completa (046)",91,43,18,14,16
"Superior univ. incompleta (047)",23,12,4,3,4
"Superior univ. completa (048)",176,47,46,38,45
"De 65 y más años (050)",851,821,17,6,7
"Sin nivel (051)",466,459,5,,2
"Primaria (053)",339,324,7,5,3
"Secundaria (054)",31,29,,,2
"Superior no univ. incompleta (055)",2,2,,,
"Superior no univ. completa (056)",5,4,1,,
"Superior univ. completa (058)",8,3,4,1,
,,,,,
"URBANA (060)",4719,3335,460,352,572
"Sin nivel (061)",458,431,13,3,11
