"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL CACERES (000)",47263,10832,5436,1969,29174
"Sin Nivel (001)",4923,1825,412,110,2582
"Educación Inicial (002)",1344,624,189,38,495
"Primaria (003)",22583,5699,1572,641,14717
"Secundaria (004)",14035,2441,1570,681,9393
"Sup. no Univ. Incompleta (005)",1169,94,223,123,755
"Sup. no Univ. Completa (006)",1578,55,799,153,577
"Sup. Univ. Incompleta (007)",593,39,147,69,340
"Sup. Univ. Completa (008)",1038,55,524,154,315
"Hombres (010)",25133,5401,2698,1219,15927
"Sin Nivel (011)",2197,879,201,57,1062
"Educación Inicial (012)",724,354,98,20,253
"Primaria (013)",11821,2747,757,370,7981
"Secundaria (014)",7999,1279,798,441,5524
"Sup. no Univ. Incompleta (015)",621,55,114,91,385
"Sup. no Univ. Completa (016)",800,30,375,96,301
"Sup. Univ. Incompleta (017)",357,24,79,48,208
"Sup. Univ. Completa (018)",614,33,276,96,213
"Mujeres (020)",22130,5431,2738,750,13247
"Sin Nivel (021)",2726,946,211,53,1520
"Educación Inicial (022)",620,270,91,18,242
"Primaria (023)",10762,2952,815,271,6736
"Secundaria (024)",6036,1162,772,240,3869
"Sup. no Univ. Incompleta (025)",548,39,109,32,370
"Sup. no Univ. Completa (026)",778,25,424,57,276
"Sup. Univ. Incompleta (027)",236,15,68,21,132
"Sup. Univ. Completa (028)",424,22,248,58,102
,,,,,
"URBANA (030)",29526,4742,4817,1691,18412
"Sin Nivel (031)",2329,665,312,90,1267
"Educación Inicial (032)",778,265,166,33,316
"Primaria (033)",11960,2247,1251,488,8011
"Secundaria (034)",10463,1393,1487,604,7027
"Sup. no Univ. Incompleta (035)",1052,72,211,114,681
"Sup. no Univ. Completa (036)",1438,38,735,147,524
"Sup. Univ. Incompleta (037)",522,23,143,66,292
"Sup. Univ. Completa (038)",984,39,512,149,294
"Hombres (040)",15119,2303,2382,1051,9487
"Sin Nivel (041)",1033,322,157,49,506
"Educación Inicial (042)",405,144,86,17,159
"Primaria (043)",5851,1061,595,282,3942
"Secundaria (044)",5689,682,757,387,3904
"Sup. no Univ. Incompleta (045)",553,43,108,85,341
"Sup. no Univ. Completa (046)",708,18,334,92,266
"Sup. Univ. Incompleta (047)",307,14,77,46,172
"Sup. Univ. Completa (048)",573,19,268,93,197
"Mujeres (050)",14407,2439,2435,640,8925
"Sin Nivel (051)",1296,343,155,41,761
"Educación Inicial (052)",373,121,80,16,157
"Primaria (053)",6109,1186,656,206,4069
"Secundaria (054)",4774,711,730,217,3123
"Sup. no Univ. Incompleta (055)",499,29,103,29,340
"Sup. no Univ. Completa (056)",730,20,401,55,258
"Sup. Univ. Incompleta (057)",215,9,66,20,120
"Sup. Univ. Completa (058)",411,20,244,56,97
,,,,,
"RURAL (060)",17737,6090,619,278,10762
"Sin Nivel (061)",2594,1160,100,20,1315
"Educación Inicial (062)",566,359,23,5,179
"Primaria (063)",10623,3452,321,153,6706
"Secundaria (064)",3572,1048,83,77,2366
"Sup. no Univ. Incompleta (065)",117,22,12,9,74
"Sup. no Univ. Completa (066)",140,17,64,6,53
"Sup. Univ. Incompleta (067)",71,16,4,3,48
"Sup. Univ. Completa (068)",54,16,12,5,21
"Hombres (070)",10014,3098,316,168,6440
"Sin Nivel (071)",1164,557,44,8,556
"Educación Inicial (072)",319,210,12,3,94
"Primaria (073)",5970,1686,162,88,4039
"Secundaria (074)",2310,597,41,54,1620
"Sup. no Univ. Incompleta (075)",68,12,6,6,44
"Sup. no Univ. Completa (076)",92,12,41,4,35
"Sup. Univ. Incompleta (077)",50,10,2,2,36
"Sup. Univ. Completa (078)",41,14,8,3,16
"Mujeres (080)",7723,2992,303,110,4322
"Sin Nivel (081)",1430,603,56,12,759
"Educación Inicial (082)",247,149,11,2,85
"Primaria (083)",4653,1766,159,65,2667
"Secundaria (084)",1262,451,42,23,746
"Sup. no Univ. Incompleta (085)",49,10,6,3,30
"Sup. no Univ. Completa (086)",48,5,23,2,18
"Sup. Univ. Incompleta (087)",21,6,2,1,12
"Sup. Univ. Completa (088)",13,2,4,2,5
