"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YAUYOS (000)",12764,155,3255,4363,3317,1674
"Empleado (001)",1978,3,511,955,468,41
"Obrero (002)",3138,13,1200,1208,572,145
"Trabajador independiente (003)",5497,19,885,1628,1775,1190
"Empleador o patrono (004)",188,1,30,59,54,44
"Trabajador familiar no remunerado (005)",1840,116,576,484,425,239
"Trabajador del hogar (006)",123,3,53,29,23,15
"Hombres (008)",8543,87,2250,3042,2151,1013
"Empleado (009)",1287,2,277,609,367,32
"Obrero (010)",2730,11,1083,1083,467,86
"Trabajador independiente (011)",3715,12,552,1152,1180,819
"Empleador o patrono (012)",127,,20,44,34,29
"Trabajador familiar no remunerado (013)",678,61,314,154,102,47
"Trabajador del hogar (014)",6,1,4,,1,
"Mujeres (016)",4221,68,1005,1321,1166,661
"Empleado (017)",691,1,234,346,101,9
"Obrero (018)",408,2,117,125,105,59
"Trabajador independiente (019)",1782,7,333,476,595,371
"Empleador o patrono (020)",61,1,10,15,20,15
"Trabajador familiar no remunerado (021)",1162,55,262,330,323,192
"Trabajador del hogar (022)",117,2,49,29,22,15
,,,,,,
"URBANA (024)",6618,103,1516,2192,1816,991
"Empleado (025)",1313,2,313,654,310,34
"Obrero (026)",986,11,371,297,216,91
"Trabajador independiente (027)",3146,14,491,935,1014,692
"Empleador o patrono (028)",134,1,22,39,38,34
"Trabajador familiar no remunerado (029)",946,73,276,246,224,127
"Trabajador del hogar (030)",93,2,43,21,14,13
"Hombres (032)",4024,55,935,1324,1118,592
"Empleado (033)",773,1,139,376,230,27
"Obrero (034)",729,9,314,215,142,49
"Trabajador independiente (035)",2099,8,313,631,670,477
"Empleador o patrono (036)",79,,12,26,20,21
"Trabajador familiar no remunerado (037)",339,36,154,76,55,18
"Trabajador del hogar (038)",5,1,3,,1,
"Mujeres (040)",2594,48,581,868,698,399
"Empleado (041)",540,1,174,278,80,7
"Obrero (042)",257,2,57,82,74,42
"Trabajador independiente (043)",1047,6,178,304,344,215
"Empleador o patrono (044)",55,1,10,13,18,13
"Trabajador familiar no remunerado (045)",607,37,122,170,169,109
"Trabajador del hogar (046)",88,1,40,21,13,13
,,,,,,
"RURAL (048)",6146,52,1739,2171,1501,683
"Empleado (049)",665,1,198,301,158,7
"Obrero (050)",2152,2,829,911,356,54
"Trabajador independiente (051)",2351,5,394,693,761,498
"Empleador o patrono (052)",54,,8,20,16,10
"Trabajador familiar no remunerado (053)",894,43,300,238,201,112
"Trabajador del hogar (054)",30,1,10,8,9,2
"Hombres (056)",4519,32,1315,1718,1033,421
"Empleado (057)",514,1,138,233,137,5
"Obrero (058)",2001,2,769,868,325,37
"Trabajador independiente (059)",1616,4,239,521,510,342
"Empleador o patrono (060)",48,,8,18,14,8
"Trabajador familiar no remunerado (061)",339,25,160,78,47,29
"Trabajador del hogar (062)",1,,1,,,
"Mujeres (064)",1627,20,424,453,468,262
"Empleado (065)",151,,60,68,21,2
"Obrero (066)",151,,60,43,31,17
"Trabajador independiente (067)",735,1,155,172,251,156
"Empleador o patrono (068)",6,,,2,2,2
"Trabajador familiar no remunerado (069)",555,18,140,160,154,83
"Trabajador del hogar (070)",29,1,9,8,9,2
