"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia SAN IGNACIO (000)",131239,128587,1861,791
"Hombres (001)",69686,68483,809,394
"Mujeres (002)",61553,60104,1052,397
"Menores de 1 año (003)",3099,2510,406,183
"Hombres (004)",1582,1288,208,86
"Mujeres (005)",1517,1222,198,97
"De 1 a 5 años (006)",17367,16073,767,527
"Hombres (007)",8837,8158,403,276
"Mujeres (008)",8530,7915,364,251
"De 6 a 14 años (009)",33494,33417,47,30
"Hombres (010)",17396,17362,20,14
"Mujeres (011)",16098,16055,27,16
"De 15 a 29 años (012)",33960,33905,47,8
"Hombres (013)",18264,18236,23,5
"Mujeres (014)",15696,15669,24,3
"De 30 a 44 años (015)",22352,22278,64,10
"Hombres (016)",12022,11992,25,5
"Mujeres (017)",10330,10286,39,5
"De 45 a 64 años (018)",15433,15256,166,11
"Hombres (019)",8478,8437,39,2
"Mujeres (020)",6955,6819,127,9
"De 65 a más años (021)",5534,5148,364,22
"Hombres (022)",3107,3010,91,6
"Mujeres (023)",2427,2138,273,16
,,,,
"URBANA (024)",20604,20330,167,107
"Hombres (025)",10512,10386,69,57
"Mujeres (026)",10092,9944,98,50
"Menores de 1 año (027)",392,338,40,14
"Hombres (028)",199,175,17,7
"Mujeres (029)",193,163,23,7
"De 1 a 5 años (030)",2047,1891,67,89
"Hombres (031)",1019,935,36,48
"Mujeres (032)",1028,956,31,41
"De 6 a 14 años (033)",4685,4678,4,3
"Hombres (034)",2345,2341,2,2
"Mujeres (035)",2340,2337,2,1
"De 15 a 29 años (036)",5841,5837,4,
"Hombres (037)",2930,2927,3,
"Mujeres (038)",2911,2910,1,
"De 30 a 44 años (039)",4028,4024,4,
"Hombres (040)",2049,2048,1,
"Mujeres (041)",1979,1976,3,
"De 45 a 64 años (042)",2697,2686,11,
"Hombres (043)",1479,1477,2,
"Mujeres (044)",1218,1209,9,
"De 65 a más años (045)",914,876,37,1
"Hombres (046)",491,483,8,
"Mujeres (047)",423,393,29,1
,,,,
"RURAL (048)",110635,108257,1694,684
"Hombres (049)",59174,58097,740,337
"Mujeres (050)",51461,50160,954,347
"Menores de 1 año (051)",2707,2172,366,169
"Hombres (052)",1383,1113,191,79
"Mujeres (053)",1324,1059,175,90
"De 1 a 5 años (054)",15320,14182,700,438
"Hombres (055)",7818,7223,367,228
"Mujeres (056)",7502,6959,333,210
"De 6 a 14 años (057)",28809,28739,43,27
"Hombres (058)",15051,15021,18,12
"Mujeres (059)",13758,13718,25,15
"De 15 a 29 años (060)",28119,28068,43,8
"Hombres (061)",15334,15309,20,5
"Mujeres (062)",12785,12759,23,3
"De 30 a 44 años (063)",18324,18254,60,10
"Hombres (064)",9973,9944,24,5
"Mujeres (065)",8351,8310,36,5
"De 45 a 64 años (066)",12736,12570,155,11
"Hombres (067)",6999,6960,37,2
"Mujeres (068)",5737,5610,118,9
"De 65 a más años (069)",4620,4272,327,21
"Hombres (070)",2616,2527,83,6
"Mujeres (071)",2004,1745,244,15
