"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",47944,12377,14497,9706,7399,3965
"Hombres (001)",23534,6222,7211,4681,3551,1869
"Mujeres (002)",24410,6155,7286,5025,3848,2096
"PEA (003)",17512,344,5799,5762,4094,1513
"Hombres (004)",13494,241,4477,4349,3218,1209
"Mujeres (005)",4018,103,1322,1413,876,304
"Ocupada (006)",16646,316,5335,5527,3991,1477
"Hombres (007)",12837,223,4161,4153,3126,1174
"Mujeres (008)",3809,93,1174,1374,865,303
"Desocupada (009)",866,28,464,235,103,36
"Hombres (010)",657,18,316,196,92,35
"Mujeres (011)",209,10,148,39,11,1
"No PEA (012)",30432,12033,8698,3944,3305,2452
"Hombres (013)",10040,5981,2734,332,333,660
"Mujeres (014)",20392,6052,5964,3612,2972,1792
,,,,,,
"URBANA (018)",11913,2423,3858,2623,1952,1057
"Hombres (019)",5984,1256,2026,1251,944,507
"Mujeres (020)",5929,1167,1832,1372,1008,550
"PEA (021)",5333,75,1595,1948,1304,411
"Hombres (022)",3319,53,1024,1138,827,277
"Mujeres (023)",2014,22,571,810,477,134
"Ocupada (024)",5065,68,1451,1867,1273,406
"Hombres (025)",3132,47,934,1077,802,272
"Mujeres (026)",1933,21,517,790,471,134
"Desocupada (027)",268,7,144,81,31,5
"Hombres (028)",187,6,90,61,25,5
"Mujeres (029)",81,1,54,20,6,
"No PEA (030)",6580,2348,2263,675,648,646
"Hombres (031)",2665,1203,1002,113,117,230
"Mujeres (032)",3915,1145,1261,562,531,416
,,,,,,
"RURAL (036)",36031,9954,10639,7083,5447,2908
"Hombres (037)",17550,4966,5185,3430,2607,1362
"Mujeres (038)",18481,4988,5454,3653,2840,1546
"PEA (039)",12179,269,4204,3814,2790,1102
"Hombres (040)",10175,188,3453,3211,2391,932
"Mujeres (041)",2004,81,751,603,399,170
"Ocupada (042)",11581,248,3884,3660,2718,1071
"Hombres (043)",9705,176,3227,3076,2324,902
"Mujeres (044)",1876,72,657,584,394,169
"Desocupada (045)",598,21,320,154,72,31
"Hombres (046)",470,12,226,135,67,30
"Mujeres (047)",128,9,94,19,5,1
"No PEA (048)",23852,9685,6435,3269,2657,1806
"Hombres (049)",7375,4778,1732,219,216,430
"Mujeres (050)",16477,4907,4703,3050,2441,1376
