"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia PAITA",,,,,,,,,
"Viviendas particulares (001)",24305,3400,6869,6935,4203,1828,631,222,217
"Ocupantes presentes (002)",107818,11045,26949,31785,21470,10162,3705,1408,1294
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",24126,3293,6830,6919,4189,1826,630,222,217
"Ocupantes presentes (005)",107208,10758,26789,31722,21383,10151,3703,1408,1294
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",38,14,7,10,6,,1,,
"Ocupantes presentes (008)",127,35,31,34,25,,2,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",14,8,4,2,,,,,
"Ocupantes presentes (011)",41,15,17,9,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",20,4,8,2,5,1,,,
"Ocupantes presentes (014)",123,9,46,18,45,5,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,1,2,,1,,,,
"Ocupantes presentes (017)",24,1,17,,6,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",73,57,13,,2,1,,,
"Ocupantes presentes (020)",215,159,39,,11,6,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",22,15,5,2,,,,,
"Ocupantes presentes (023)",55,43,10,2,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",8,8,,,,,,,
"Ocupantes presentes (026)",25,25,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",23213,3254,6528,6586,4038,1761,613,218,215
"Ocupantes presentes (029)",102971,10609,25512,30167,20590,9823,3612,1377,1281
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",23040,3150,6491,6570,4025,1759,612,218,215
"Ocupantes presentes (032)",102388,10326,25369,30104,20509,9812,3610,1377,1281
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",38,14,7,10,6,,1,,
"Ocupantes presentes (035)",127,35,31,34,25,,2,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",14,8,4,2,,,,,
"Ocupantes presentes (038)",41,15,17,9,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",20,4,8,2,5,1,,,
"Ocupantes presentes (041)",123,9,46,18,45,5,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",73,57,13,,2,1,,,
"Ocupantes presentes (047)",215,159,39,,11,6,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",20,13,5,2,,,,,
"Ocupantes presentes (050)",52,40,10,2,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",8,8,,,,,,,
"Ocupantes presentes (053)",25,25,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1092,146,341,349,165,67,18,4,2
"Ocupantes presentes (056)",4847,436,1437,1618,880,339,93,31,13
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1086,143,339,349,164,67,18,4,2
"Ocupantes presentes (059)",4820,432,1420,1618,874,339,93,31,13
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,1,2,,1,,,,
"Ocupantes presentes (071)",24,1,17,,6,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
