"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAYLLOMA (000)",19483,18668,94,3877,4241,3228,4075,2116,802,235,815,62815
"De 12 a 14 años (001)",24,9,,8,1,,,,,,15,10
"De 15 a 19 años (002)",495,438,11,369,48,7,3,,,,57,498
"De 20 a 24 años (003)",2197,1935,16,1193,609,91,20,6,,,262,2803
"De 25 a 29 años (004)",2738,2515,8,951,929,464,153,10,,,223,4917
"De 30 a 34 años (005)",2560,2462,4,511,904,593,389,55,6,,98,6170
"De 35 a 39 años (006)",2335,2291,8,262,627,591,619,162,20,2,44,7193
"De 40 a 44 años (007)",2076,2042,6,150,392,450,686,281,65,12,34,7761
"De 45 a 49 años (008)",1615,1601,4,101,221,314,550,280,98,33,14,6880
"De 50 y más años (009)",5443,5375,37,332,510,718,1655,1322,613,188,68,26583
"PEA (010)",10743,10327,54,2246,2464,1822,2201,1057,374,109,416,33403
"De 12 a 14 años (011)",4,3,,2,1,,,,,,1,4
"De 15 a 19 años (012)",189,180,5,150,21,3,1,,,,9,205
"De 20 a 24 años (013)",1183,1027,11,658,299,47,8,4,,,156,1455
"De 25 a 29 años (014)",1562,1423,6,573,516,248,75,5,,,139,2700
"De 30 a 34 años (015)",1543,1492,2,351,561,345,203,29,1,,51,3568
"De 35 a 39 años (016)",1459,1438,6,191,400,362,377,88,12,2,21,4397
"De 40 a 44 años (017)",1330,1311,5,106,260,285,447,168,34,6,19,4864
"De 45 a 49 años (018)",1032,1026,2,64,156,203,346,177,55,23,6,4353
"De 50 y más años (019)",2441,2427,17,151,250,329,744,586,272,78,14,11857
"Ocupada (020)",10536,10140,52,2191,2426,1780,2174,1042,370,105,396,32856
