"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANGARAES (000)",10966,1605,15,4571,3119,247,385,188,836
"Empleado (001)",1456,19,,91,252,85,257,77,675
"Obrero (002)",1878,171,4,845,744,37,40,16,21
"Trabajador independiente (003)",5281,939,6,2537,1456,86,76,70,111
"Empleador o patrono (004)",101,11,,33,29,7,4,5,12
"Trabajador familiar no remunerado (005)",2173,457,4,1034,607,30,8,17,16
"Trabajador del hogar (006)",77,8,1,31,31,2,,3,1
"Hombres (008)",7889,841,10,3509,2481,162,240,134,512
"Empleado (009)",899,9,,51,180,55,148,49,407
"Obrero (010)",1668,115,3,760,685,34,38,15,18
"Trabajador independiente (011)",4115,585,4,2114,1183,51,49,55,74
"Empleador o patrono (012)",69,1,,27,21,6,3,3,8
"Trabajador familiar no remunerado (013)",1137,131,3,557,411,16,2,12,5
"Trabajador del hogar (014)",1,,,,1,,,,
"Mujeres (016)",3077,764,5,1062,638,85,145,54,324
"Empleado (017)",557,10,,40,72,30,109,28,268
"Obrero (018)",210,56,1,85,59,3,2,1,3
"Trabajador independiente (019)",1166,354,2,423,273,35,27,15,37
"Empleador o patrono (020)",32,10,,6,8,1,1,2,4
"Trabajador familiar no remunerado (021)",1036,326,1,477,196,14,6,5,11
"Trabajador del hogar (022)",76,8,1,31,30,2,,3,1
,,,,,,,,,
"URBANA (024)",4719,458,6,1497,1376,183,316,161,722
"Empleado (025)",1188,10,,48,195,70,213,71,581
"Obrero (026)",714,62,2,263,299,25,34,12,17
"Trabajador independiente (027)",1986,263,2,823,620,68,58,55,97
"Empleador o patrono (028)",78,6,,22,24,6,4,5,11
"Trabajador familiar no remunerado (029)",695,111,1,320,214,12,7,15,15
"Trabajador del hogar (030)",58,6,1,21,24,2,,3,1
"Hombres (032)",2970,175,2,970,969,116,197,111,430
"Empleado (033)",724,4,,24,141,45,123,45,342
"Obrero (034)",596,36,1,212,266,23,33,11,14
"Trabajador independiente (035)",1361,127,1,609,446,36,37,42,63
"Empleador o patrono (036)",51,,,17,16,5,3,3,7
"Trabajador familiar no remunerado (037)",237,8,,108,99,7,1,10,4
"Trabajador del hogar (038)",1,,,,1,,,,
"Mujeres (040)",1749,283,4,527,407,67,119,50,292
"Empleado (041)",464,6,,24,54,25,90,26,239
"Obrero (042)",118,26,1,51,33,2,1,1,3
"Trabajador independiente (043)",625,136,1,214,174,32,21,13,34
"Empleador o patrono (044)",27,6,,5,8,1,1,2,4
"Trabajador familiar no remunerado (045)",458,103,1,212,115,5,6,5,11
"Trabajador del hogar (046)",57,6,1,21,23,2,,3,1
,,,,,,,,,
"RURAL (048)",6247,1147,9,3074,1743,64,69,27,114
"Empleado (049)",268,9,,43,57,15,44,6,94
"Obrero (050)",1164,109,2,582,445,12,6,4,4
"Trabajador independiente (051)",3295,676,4,1714,836,18,18,15,14
"Empleador o patrono (052)",23,5,,11,5,1,,,1
"Trabajador familiar no remunerado (053)",1478,346,3,714,393,18,1,2,1
"Trabajador del hogar (054)",19,2,,10,7,,,,
"Hombres (056)",4919,666,8,2539,1512,46,43,23,82
"Empleado (057)",175,5,,27,39,10,25,4,65
"Obrero (058)",1072,79,2,548,419,11,5,4,4
"Trabajador independiente (059)",2754,458,3,1505,737,15,12,13,11
"Empleador o patrono (060)",18,1,,10,5,1,,,1
"Trabajador familiar no remunerado (061)",900,123,3,449,312,9,1,2,1
"Mujeres (064)",1328,481,1,535,231,18,26,4,32
"Empleado (065)",93,4,,16,18,5,19,2,29
"Obrero (066)",92,30,,34,26,1,1,,
"Trabajador independiente (067)",541,218,1,209,99,3,6,2,3
"Empleador o patrono (068)",5,4,,1,,,,,
"Trabajador familiar no remunerado (069)",578,223,,265,81,9,,,
"Trabajador del hogar (070)",19,2,,10,7,,,,
