"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia AYMARAES",,,,,,
"Viviendas particulares (001)",8828,8802,26,,,
"Ocupantes presentes (002)",28442,28239,203,,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",8338,8312,26,,,
"Ocupantes presentes (005)",27217,27014,203,,,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",7,7,,,,
"Ocupantes presentes (008)",17,17,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",14,14,,,,
"Ocupantes presentes (011)",44,44,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",127,127,,,,
"Ocupantes presentes (014)",372,372,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",336,336,,,,
"Ocupantes presentes (017)",784,784,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",3,3,,,,
"Ocupantes presentes (020)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",3,3,,,,
"Ocupantes presentes (023)",3,3,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3858,3840,18,,,
"Ocupantes presentes (029)",12555,12420,135,,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",3705,3687,18,,,
"Ocupantes presentes (032)",12115,11980,135,,,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",7,7,,,,
"Ocupantes presentes (035)",17,17,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",14,14,,,,
"Ocupantes presentes (038)",44,44,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",127,127,,,,
"Ocupantes presentes (041)",372,372,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",3,3,,,,
"Ocupantes presentes (047)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4970,4962,8,,,
"Ocupantes presentes (056)",15887,15819,68,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",4633,4625,8,,,
"Ocupantes presentes (059)",15102,15034,68,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",336,336,,,,
"Ocupantes presentes (071)",784,784,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
