"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia GRAU (000)",15341,7782,105,249,6647,187,9,33,1,328
"Hombres (001)",6394,4186,79,104,1632,107,4,23,1,258
"Mujeres (002)",8947,3596,26,145,5015,80,5,10,,70
"De 06 a 14 años (003)",6096,5979,,,51,24,,7,,35
"Hombres (004)",3184,3126,,,25,13,,6,,14
"Mujeres (005)",2912,2853,,,26,11,,1,,21
"De 15 a 29 años (006)",3294,1749,,55,1411,,2,8,1,68
"Hombres (007)",1395,1044,,19,272,,1,3,1,55
"Mujeres (008)",1899,705,,36,1139,,1,5,,13
"De 30 a 44 años (009)",1977,33,2,60,1785,,4,8,,85
"Hombres (010)",496,10,2,24,373,,2,7,,78
"Mujeres (011)",1481,23,,36,1412,,2,1,,7
"De 45 a 64 años (012)",2102,15,44,64,1887,2,3,7,,80
"Hombres (013)",617,3,27,23,488,2,1,5,,68
"Mujeres (014)",1485,12,17,41,1399,,2,2,,12
"De 65 y más años (015)",1872,6,59,70,1513,161,,3,,60
"Hombres (016)",702,3,50,38,474,92,,2,,43
"Mujeres (017)",1170,3,9,32,1039,69,,1,,17
,,,,,,,,,,
"AREA URBANA (018)",5754,3251,79,56,2218,64,7,13,1,65
"Hombres (019)",2346,1671,57,29,506,31,3,7,1,41
"Mujeres (020)",3408,1580,22,27,1712,33,4,6,,24
"De 06 a 14 años (021)",2354,2315,,,22,7,,3,,7
"Hombres (022)",1167,1141,,,14,5,,2,,5
"Mujeres (023)",1187,1174,,,8,2,,1,,2
"De 15 a 29 años (024)",1469,904,,18,526,,2,4,1,14
"Hombres (025)",638,521,,9,96,,1,1,1,9
"Mujeres (026)",831,383,,9,430,,1,3,,5
"De 30 a 44 años (027)",670,23,,5,622,,4,2,,14
"Hombres (028)",141,6,,3,118,,2,1,,11
"Mujeres (029)",529,17,,2,504,,2,1,,3
"De 45 a 64 años (030)",648,6,37,9,573,1,1,3,,18
"Hombres (031)",185,1,22,5,144,1,,2,,10
"Mujeres (032)",463,5,15,4,429,,1,1,,8
"De 65 y más años (033)",613,3,42,24,475,56,,1,,12
"Hombres (034)",215,2,35,12,134,25,,1,,6
"Mujeres (035)",398,1,7,12,341,31,,,,6
,,,,,,,,,,
"AREA RURAL (036)",9587,4531,26,193,4429,123,2,20,,263
"Hombres (037)",4048,2515,22,75,1126,76,1,16,,217
"Mujeres (038)",5539,2016,4,118,3303,47,1,4,,46
"De 06 a 14 años (039)",3742,3664,,,29,17,,4,,28
"Hombres (040)",2017,1985,,,11,8,,4,,9
"Mujeres (041)",1725,1679,,,18,9,,,,19
"De 15 a 29 años (042)",1825,845,,37,885,,,4,,54
"Hombres (043)",757,523,,10,176,,,2,,46
"Mujeres (044)",1068,322,,27,709,,,2,,8
"De 30 a 44 años (045)",1307,10,2,55,1163,,,6,,71
"Hombres (046)",355,4,2,21,255,,,6,,67
"Mujeres (047)",952,6,,34,908,,,,,4
"De 45 a 64 años (048)",1454,9,7,55,1314,1,2,4,,62
"Hombres (049)",432,2,5,18,344,1,1,3,,58
"Mujeres (050)",1022,7,2,37,970,,1,1,,4
"De 65 y más años (051)",1259,3,17,46,1038,105,,2,,48
"Hombres (052)",487,1,15,26,340,67,,1,,37
"Mujeres (053)",772,2,2,20,698,38,,1,,11
