"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JULCAN (000)",8808,233,3019,2802,1938,816
"Empleado (001)",483,4,149,218,97,15
"Obrero (002)",468,11,179,162,88,28
"Trabajador independiente (003)",5363,40,1336,1899,1444,644
"Empleador o patrono (004)",43,,2,21,10,10
"Trabajador familiar no remunerado (005)",1450,117,894,256,132,51
"Trabajador del hogar (006)",66,3,34,13,15,1
"Desocupado (008)",935,58,425,233,152,67
"Hombres (009)",7766,190,2617,2458,1742,759
"Empleado (010)",217,3,56,102,54,2
"Obrero (011)",416,10,159,145,78,24
"Trabajador independiente (012)",5091,38,1261,1792,1376,624
"Empleador o patrono (013)",42,,2,20,10,10
"Trabajador familiar no remunerado (014)",1215,107,811,185,77,35
"Trabajador del hogar (015)",7,2,2,1,2,
"Desocupado (017)",778,30,326,213,145,64
"Mujeres (018)",1042,43,402,344,196,57
"Empleado (019)",266,1,93,116,43,13
"Obrero (020)",52,1,20,17,10,4
"Trabajador independiente (021)",272,2,75,107,68,20
"Empleador o patrono (022)",1,,,1,,
"Trabajador familiar no remunerado (023)",235,10,83,71,55,16
"Trabajador del hogar (024)",59,1,32,12,13,1
"Desocupado (026)",157,28,99,20,7,3
,,,,,,
"URBANA (027)",1357,36,383,512,340,86
"Empleado (028)",241,3,73,122,42,1
"Obrero (029)",176,5,55,58,44,14
"Trabajador independiente (030)",619,10,128,232,198,51
"Empleador o patrono (031)",26,,1,14,3,8
"Trabajador familiar no remunerado (032)",76,10,34,17,11,4
"Trabajador del hogar (033)",26,,11,7,7,1
"Desocupado (035)",193,8,81,62,35,7
"Hombres (036)",1005,28,277,367,261,72
"Empleado (037)",131,2,31,68,29,1
"Obrero (038)",152,5,50,49,37,11
"Trabajador independiente (039)",487,9,105,175,155,43
"Empleador o patrono (040)",25,,1,13,3,8
"Trabajador familiar no remunerado (041)",52,6,29,10,4,3
"Trabajador del hogar (042)",1,,,,1,
"Desocupado (044)",157,6,61,52,32,6
"Mujeres (045)",352,8,106,145,79,14
"Empleado (046)",110,1,42,54,13,
"Obrero (047)",24,,5,9,7,3
"Trabajador independiente (048)",132,1,23,57,43,8
"Empleador o patrono (049)",1,,,1,,
"Trabajador familiar no remunerado (050)",24,4,5,7,7,1
"Trabajador del hogar (051)",25,,11,7,6,1
"Desocupado (053)",36,2,20,10,3,1
,,,,,,
"RURAL (054)",7451,197,2636,2290,1598,730
"Empleado (055)",242,1,76,96,55,14
"Obrero (056)",292,6,124,104,44,14
"Trabajador independiente (057)",4744,30,1208,1667,1246,593
"Empleador o patrono (058)",17,,1,7,7,2
"Trabajador familiar no remunerado (059)",1374,107,860,239,121,47
"Trabajador del hogar (060)",40,3,23,6,8,
"Desocupado (062)",742,50,344,171,117,60
"Hombres (063)",6761,162,2340,2091,1481,687
"Empleado (064)",86,1,25,34,25,1
"Obrero (065)",264,5,109,96,41,13
"Trabajador independiente (066)",4604,29,1156,1617,1221,581
"Empleador o patrono (067)",17,,1,7,7,2
"Trabajador familiar no remunerado (068)",1163,101,782,175,73,32
"Trabajador del hogar (069)",6,2,2,1,1,
"Desocupado (071)",621,24,265,161,113,58
"Mujeres (072)",690,35,296,199,117,43
"Empleado (073)",156,,51,62,30,13
"Obrero (074)",28,1,15,8,3,1
"Trabajador independiente (075)",140,1,52,50,25,12
"Trabajador familiar no remunerado (077)",211,6,78,64,48,15
"Trabajador del hogar (078)",34,1,21,5,7,
"Desocupado (080)",121,26,79,10,4,2
