"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6070,1449,1592,2418,174,324,113
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,17,,,4,,
"Profes., científicos e intelectuales (002)",400,329,,62,8,1,
"Técnicos de nivel medio y trab. asimilados (003)",195,132,,43,15,5,
"Jefes y empleados de oficina (004)",260,259,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",758,219,8,463,19,49,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",1036,1,52,863,103,17,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",254,,59,185,6,4,
"Obreros construc.,conf., papel, fab., instr. (008)",748,68,216,445,14,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",2210,355,1229,276,3,234,113
"Otra (010)",37,37,,,,,
"Ocupación no especificada (011)",151,32,28,81,2,8,
"Hombres (012)",4615,860,1439,1897,149,262,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",14,10,,,4,,
"Profes., científicos e intelectuales (014)",192,150,,34,7,1,
"Técnicos de nivel medio y trab. asimilados (015)",121,74,,35,9,3,
"Jefes y empleados de oficina (016)",137,137,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",373,137,8,206,8,14,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1002,,51,834,101,16,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",214,,42,166,4,2,
"Obreros construc.,conf., papel, fab., instr. (020)",714,68,213,415,13,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1730,233,1100,172,1,216,8
"Otra (022)",36,36,,,,,
"Ocupación no especificada (023)",82,15,25,35,2,5,
"Mujeres (024)",1455,589,153,521,25,62,105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,7,,,,,
"Profes., científicos e intelectuales (026)",208,179,,28,1,,
"Técnicos de nivel medio y trab. asimilados (027)",74,58,,8,6,2,
"Jefes y empleados de oficina (028)",123,122,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",385,82,,257,11,35,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",34,1,1,29,2,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",40,,17,19,2,2,
"Obreros construc.,conf., papel, fab., instr. (032)",34,,3,30,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",480,122,129,104,2,18,105
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",69,17,3,46,,3,
,,,,,,,
"URBANA (036)",4814,1221,1213,1924,125,241,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",18,14,,,4,,
"Profes., científicos e intelectuales (038)",327,268,,53,5,1,
"Técnicos de nivel medio y trab. asimilados (039)",174,117,,39,14,4,
"Jefes y empleados de oficina (040)",217,216,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",699,196,8,430,19,46,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",707,,52,579,60,16,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",231,,55,168,6,2,
"Obreros construc.,conf., papel, fab., instr. (044)",626,54,164,392,12,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1679,293,917,215,3,161,90
"Otra (046)",36,36,,,,,
"Ocupación no especificada (047)",100,27,17,48,2,6,
"Hombres (048)",3555,716,1067,1470,102,195,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",11,7,,,4,,
"Profes., científicos e intelectuales (050)",158,123,,30,4,1,
"Técnicos de nivel medio y trab. asimilados (051)",108,67,,31,8,2,
"Jefes y empleados de oficina (052)",115,115,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",335,120,8,186,8,13,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",696,,51,570,60,15,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",191,,38,149,4,,
"Obreros construc.,conf., papel, fab., instr. (056)",594,54,162,363,11,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1257,183,794,117,1,157,5
"Otra (058)",35,35,,,,,
"Ocupación no especificada (059)",55,12,14,24,2,3,
"Mujeres (060)",1259,505,146,454,23,46,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",169,145,,23,1,,
"Técnicos de nivel medio y trab. asimilados (063)",66,50,,8,6,2,
"Jefes y empleados de oficina (064)",102,101,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",364,76,,244,11,33,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",11,,1,9,,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",40,,17,19,2,2,
"Obreros construc.,conf., papel, fab., instr. (068)",32,,2,29,1,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",422,110,123,98,2,4,85
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",45,15,3,24,,3,
,,,,,,,
"RURAL (072)",1256,228,379,494,49,83,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",73,61,,9,3,,
"Técnicos de nivel medio y trab. asimilados (075)",21,15,,4,1,1,
"Jefes y empleados de oficina (076)",43,43,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",59,23,,33,,3,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",329,1,,284,43,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",23,,4,17,,2,
"Obreros construc.,conf., papel, fab., instr. (080)",122,14,52,53,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",531,62,312,61,,73,23
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",51,5,11,33,,2,
"Hombres (084)",1060,144,372,427,47,67,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",34,27,,4,3,,
"Técnicos de nivel medio y trab. asimilados (087)",13,7,,4,1,1,
"Jefes y empleados de oficina (088)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",38,17,,20,,1,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",306,,,264,41,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",23,,4,17,,2,
"Obreros construc.,conf., papel, fab., instr. (092)",120,14,51,52,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",473,50,306,55,,59,3
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",27,3,11,11,,2,
"Mujeres (096)",196,84,7,67,2,16,20
"Profes., científicos e intelectuales (098)",39,34,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",8,8,,,,,
"Jefes y empleados de oficina (100)",21,21,,,,,
