"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia OCROS (000)",9196,154,2410,2044,1682,1755,1151
"Hombres (001)",4788,85,1226,1110,880,940,547
"Mujeres (002)",4408,69,1184,934,802,815,604
"Viviendas particulares (003)",9130,153,2404,2024,1653,1746,1150
"Hombres (004)",4743,84,1222,1099,859,933,546
"Mujeres (005)",4387,69,1182,925,794,813,604
"Viviendas colectivas (006)",24,1,1,6,13,3,
"Hombres (007)",17,1,1,3,9,3,
"Mujeres (008)",7,,,3,4,,
"Otro tipo (009)",42,,5,14,16,6,1
"Hombres (010)",28,,3,8,12,4,1
"Mujeres (011)",14,,2,6,4,2,
,,,,,,,
"URBANA (012)",5301,82,1305,1139,989,1046,740
"Hombres (013)",2749,45,685,618,503,564,334
"Mujeres (014)",2552,37,620,521,486,482,406
"Viviendas particulares (015)",5236,81,1299,1120,960,1037,739
"Hombres (016)",2705,44,681,608,482,557,333
"Mujeres (017)",2531,37,618,512,478,480,406
"Viviendas colectivas (018)",24,1,1,6,13,3,
"Hombres (019)",17,1,1,3,9,3,
"Mujeres (020)",7,,,3,4,,
"Otro tipo (021)",41,,5,13,16,6,1
"Hombres (022)",27,,3,7,12,4,1
"Mujeres (023)",14,,2,6,4,2,
,,,,,,,
"RURAL (024)",3895,72,1105,905,693,709,411
"Hombres (025)",2039,40,541,492,377,376,213
"Mujeres (026)",1856,32,564,413,316,333,198
"Viviendas particulares (027)",3894,72,1105,904,693,709,411
"Hombres (028)",2038,40,541,491,377,376,213
"Mujeres (029)",1856,32,564,413,316,333,198
"Otro tipo (033)",1,,,1,,,
"Hombres (034)",1,,,1,,,
