"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LIMA (000)",7605742,488814,1867204,929160,4421771
"Menos de 1 año (001)",117970,22597,27496,9447,59723
"De 1 a 14 años (002)",1785129,246890,407222,187575,963638
"De 15 a 29 años (003)",2193335,96079,354895,254264,1505257
"De 30 a 44 años (004)",1720703,62583,456086,224713,1008753
"De 45 a 64 años (005)",1274285,43414,389390,180593,683540
"De 65 y mas años (006)",514320,17251,232115,72568,200860
"Hombres (008)",3713471,230583,900471,486750,2147072
"Menos de 1 año (009)",60208,11584,14077,4846,30352
"De 1 a 14 años (010)",909033,127791,208620,96084,486894
"De 15 a 29 años (011)",1073512,38894,173511,135730,733617
"De 30 a 44 años (012)",827930,24239,215639,118400,485770
"De 45 a 64 años (013)",604600,19509,176750,95725,324630
"De 65 y mas años (014)",238188,8566,111874,35965,85809
"Mujeres (016)",3892271,258231,966733,442410,2274699
"Menos de 1 año (017)",57762,11013,13419,4601,29371
"De 1 a 14 años (018)",876096,119099,198602,91491,476744
"De 15 a 29 años (019)",1119823,57185,181384,118534,771640
"De 30 a 44 años (020)",892773,38344,240447,106313,522983
"De 45 a 64 años (021)",669685,23905,212640,84868,358910
"De 65 y mas años (022)",276132,8685,120241,36603,115051
,,,,,
"URBANA (024)",7596058,487185,1866187,928864,4415020
"Menos de 1 año (025)",117806,22517,27478,9445,59659
"De 1 a 14 años (026)",1782396,245941,406995,187517,962136
"De 15 a 29 años (027)",2190525,95759,354667,254185,1503072
"De 30 a 44 años (028)",1718641,62422,455827,224663,1007159
"De 45 a 64 años (029)",1272935,43324,389232,180528,682501
"De 65 y mas años (030)",513755,17222,231988,72526,200493
"Hombres (032)",3708359,229817,899866,486562,2143512
"Menos de 1 año (033)",60133,11545,14069,4844,30326
"De 1 a 14 años (034)",907650,127306,208509,96047,486142
"De 15 a 29 años (035)",1072035,38767,173370,135685,732451
"De 30 a 44 años (036)",826789,24174,215471,118363,484897
"De 45 a 64 años (037)",603883,19473,176657,95688,324078
"De 65 y mas años (038)",237869,8552,111790,35935,85618
"Mujeres (040)",3887699,257368,966321,442302,2271508
"Menos de 1 año (041)",57673,10972,13409,4601,29333
"De 1 a 14 años (042)",874746,118635,198486,91470,475994
"De 15 a 29 años (043)",1118490,56992,181297,118500,770621
"De 30 a 44 años (044)",891852,38248,240356,106300,522262
"De 45 a 64 años (045)",669052,23851,212575,84840,358423
"De 65 y mas años (046)",275886,8670,120198,36591,114875
,,,,,
"RURAL (048)",9684,1629,1017,296,6751
"Menos de 1 año (049)",164,80,18,2,64
"De 1 a 14 años (050)",2733,949,227,58,1502
"De 15 a 29 años (051)",2810,320,228,79,2185
"De 30 a 44 años (052)",2062,161,259,50,1594
"De 45 a 64 años (053)",1350,90,158,65,1039
"De 65 y mas años (054)",565,29,127,42,367
"Hombres (056)",5112,766,605,188,3560
"Menos de 1 año (057)",75,39,8,2,26
"De 1 a 14 años (058)",1383,485,111,37,752
"De 15 a 29 años (059)",1477,127,141,45,1166
"De 30 a 44 años (060)",1141,65,168,37,873
"De 45 a 64 años (061)",717,36,93,37,552
"De 65 y mas años (062)",319,14,84,30,191
"Mujeres (064)",4572,863,412,108,3191
"Menos de 1 año (065)",89,41,10,,38
"De 1 a 14 años (066)",1350,464,116,21,750
"De 15 a 29 años (067)",1333,193,87,34,1019
"De 30 a 44 años (068)",921,96,91,13,721
"De 45 a 64 años (069)",633,54,65,28,487
"De 65 y mas años (070)",246,15,43,12,176
