"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia BELLAVISTA",,,,,,,,,
"Viviendas particulares (001)",11400,2326,1228,2536,4820,38,49,19,384
"Ocupantes presentes (002)",48716,9084,5241,11110,21261,144,205,78,1593
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9538,2203,1178,1794,4056,23,45,19,220
"Ocupantes presentes (005)",41027,8762,5065,7852,18064,89,185,78,932
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",8,8,,,,,,,
"Ocupantes presentes (008)",33,33,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",141,89,19,11,22,,,,
"Ocupantes presentes (011)",442,230,69,35,108,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",32,20,3,3,6,,,,
"Ocupantes presentes (014)",94,43,6,15,30,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1634,,26,710,735,14,4,,145
"Ocupantes presentes (017)",6941,,96,3134,3054,52,20,,585
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",26,,,13,,1,,,12
"Ocupantes presentes (020)",109,,,50,,3,,,56
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,6,2,5,1,,,,2
"Ocupantes presentes (023)",57,16,5,24,5,,,,7
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,,,,,,,,5
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6261,2196,976,562,2324,12,31,16,144
"Ocupantes presentes (029)",26604,8522,4190,2348,10644,48,138,70,644
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6042,2074,953,534,2295,11,31,16,128
"Ocupantes presentes (032)",25883,8204,4111,2238,10501,45,138,70,576
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",8,8,,,,,,,
"Ocupantes presentes (035)",33,33,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",141,89,19,11,22,,,,
"Ocupantes presentes (038)",442,230,69,35,108,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",32,20,3,3,6,,,,
"Ocupantes presentes (041)",94,43,6,15,30,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",26,,,13,,1,,,12
"Ocupantes presentes (047)",109,,,50,,3,,,56
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,5,1,1,1,,,,
"Ocupantes presentes (050)",31,12,4,10,5,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",12,,,,,,,,12
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5139,130,252,1974,2496,26,18,3,240
"Ocupantes presentes (056)",22112,562,1051,8762,10617,96,67,8,949
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3496,129,225,1260,1761,12,14,3,92
"Ocupantes presentes (059)",15144,558,954,5614,7563,44,47,8,356
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1634,,26,710,735,14,4,,145
"Ocupantes presentes (071)",6941,,96,3134,3054,52,20,,585
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,1,1,4,,,,,2
"Ocupantes presentes (077)",26,4,1,14,,,,,7
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
