"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia JULCAN",,,
"Viviendas particulares (001)",8163,1643,6520
"Ocupantes presentes (002)",32928,6785,26143
"Casa independiente",,,
"Viviendas particulares (004)",8060,1640,6420
"Ocupantes presentes (005)",32552,6777,25775
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",7,3,4
"Ocupantes presentes (014)",20,8,12
"Choza o cabaña",,,
"Viviendas particulares (016)",96,,96
"Ocupantes presentes (017)",356,,356
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1356,792,564
"Ocupantes presentes (029)",4829,2879,1950
"Casa independiente",,,
"Viviendas particulares (031)",1349,789,560
"Ocupantes presentes (032)",4809,2871,1938
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",7,3,4
"Ocupantes presentes (041)",20,8,12
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",6807,851,5956
"Ocupantes presentes (056)",28099,3906,24193
"Casa independiente",,,
"Viviendas particulares (058)",6711,851,5860
"Ocupantes presentes (059)",27743,3906,23837
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",96,,96
"Ocupantes presentes (071)",356,,356
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
