"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia MORROPON (000)",96615,90801,5814
"Hombres (001)",48595,46327,2268
"Mujeres (002)",48020,44474,3546
"De 18 a 29 años (003)",27273,25318,1955
"Hombres (004)",13850,12824,1026
"Mujeres (005)",13423,12494,929
"De 30 a 44 años (006)",29634,28846,788
"Hombres (007)",14361,14046,315
"Mujeres (008)",15273,14800,473
"De 45 a 64 años (009)",26040,24931,1109
"Hombres (010)",13226,12871,355
"Mujeres (011)",12814,12060,754
"De 65 y más años (012)",13668,11706,1962
"Hombres (013)",7158,6586,572
"Mujeres (014)",6510,5120,1390
,,,
"URBANA (015)",57523,54900,2623
"Hombres (016)",28417,27326,1091
"Mujeres (017)",29106,27574,1532
"De 18 a 29 años (018)",16461,15383,1078
"Hombres (019)",8090,7536,554
"Mujeres (020)",8371,7847,524
"De 30 a 44 años (021)",17907,17518,389
"Hombres (022)",8475,8308,167
"Mujeres (023)",9432,9210,222
"De 45 a 64 años (024)",15386,14944,442
"Hombres (025)",7770,7606,164
"Mujeres (026)",7616,7338,278
"De 65 y más años (027)",7769,7055,714
"Hombres (028)",4082,3876,206
"Mujeres (029)",3687,3179,508
,,,
"RURAL (030)",39092,35901,3191
"Hombres (031)",20178,19001,1177
"Mujeres (032)",18914,16900,2014
"De 18 a 29 años (033)",10812,9935,877
"Hombres (034)",5760,5288,472
"Mujeres (035)",5052,4647,405
"De 30 a 44 años (036)",11727,11328,399
"Hombres (037)",5886,5738,148
"Mujeres (038)",5841,5590,251
"De 45 a 64 años (039)",10654,9987,667
"Hombres (040)",5456,5265,191
"Mujeres (041)",5198,4722,476
"De 65 y más años (042)",5899,4651,1248
"Hombres (043)",3076,2710,366
"Mujeres (044)",2823,1941,882
