"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia YAUYOS (000)",25093,422,7554,4861,4603,4214,3439
"Jefe o Jefa (001)",7926,,14,914,2164,2483,2351
"Esposa(o) / compañera(o) (002)",3892,,5,646,1352,1161,728
"Hijo(a) / hijastro(a) (003)",9952,328,6127,2513,698,276,10
"Yerno / nuera (004)",212,,2,116,67,22,5
"Nieto(a) (005)",1312,69,1020,202,21,,
"Padres / suegros (006)",249,,,,,47,202
"Otro(a) pariente (007)",1241,25,361,343,205,181,126
"Trabajador(a) del hogar (008)",23,,1,20,2,,
"Pensionistas (009)",15,,,12,3,,
"Otro(a) no pariente (010)",271,,24,95,91,44,17
"Hombres (011)",12685,218,3885,2483,2315,2138,1646
"Jefe o Jefa (012)",5436,,7,607,1604,1739,1479
"Esposa(o) / compañera(o) (013)",330,,3,73,121,81,52
"Hijo(a) / hijastro(a) (014)",5184,172,3115,1367,374,151,5
"Yerno / nuera (015)",103,,1,45,40,14,3
"Nieto(a) (016)",696,31,533,121,11,,
"Padres / suegros (017)",71,,,,,19,52
"Otro(a) pariente (018)",684,15,211,199,108,105,46
"Trabajador(a) del hogar (019)",5,,1,4,,,
"Pensionistas (020)",6,,,6,,,
"Otro(a) no pariente (021)",170,,14,61,57,29,9
"Mujeres (022)",12408,204,3669,2378,2288,2076,1793
"Jefe o Jefa (023)",2490,,7,307,560,744,872
"Esposa(o) / compañera(o) (024)",3562,,2,573,1231,1080,676
"Hijo(a) / hijastro(a) (025)",4768,156,3012,1146,324,125,5
"Yerno / nuera (026)",109,,1,71,27,8,2
"Nieto(a) (027)",616,38,487,81,10,,
"Padres / suegros (028)",178,,,,,28,150
"Otro(a) pariente (029)",557,10,150,144,97,76,80
"Trabajador(a) del hogar (030)",18,,,16,2,,
"Pensionistas (031)",9,,,6,3,,
"Otro(a) no pariente (032)",101,,10,34,34,15,8
,,,,,,,
"URBANA (033)",15451,216,4533,3020,2957,2567,2158
"Jefe o Jefa (034)",4864,,11,539,1359,1489,1466
"Esposa(o) / compañera(o) (035)",2353,,1,368,853,683,448
"Hijo(a) / hijastro(a) (036)",5998,165,3610,1545,475,198,5
"Yerno / nuera (037)",135,,1,65,45,19,5
"Nieto(a) (038)",861,38,656,150,17,,
"Padres / suegros (039)",164,,,,,29,135
"Otro(a) pariente (040)",852,13,235,257,139,123,85
"Trabajador(a) del hogar (041)",19,,1,16,2,,
"Pensionistas (042)",11,,,8,3,,
"Otro(a) no pariente (043)",194,,18,72,64,26,14
"Hombres (044)",7739,109,2339,1539,1445,1300,1007
"Jefe o Jefa (045)",3296,,7,350,989,1045,905
"Esposa(o) / compañera(o) (046)",189,,,48,76,41,24
"Hijo(a) / hijastro(a) (047)",3096,85,1834,824,244,107,2
"Yerno / nuera (048)",68,,,29,25,11,3
"Nieto(a) (049)",464,16,351,89,8,,
"Padres / suegros (050)",47,,,,,12,35
"Otro(a) pariente (051)",459,8,136,150,65,69,31
"Trabajador(a) del hogar (052)",4,,1,3,,,
"Pensionistas (053)",2,,,2,,,
"Otro(a) no pariente (054)",114,,10,44,38,15,7
"Mujeres (055)",7712,107,2194,1481,1512,1267,1151
"Jefe o Jefa (056)",1568,,4,189,370,444,561
"Esposa(o) / compañera(o) (057)",2164,,1,320,777,642,424
"Hijo(a) / hijastro(a) (058)",2902,80,1776,721,231,91,3
"Yerno / nuera (059)",67,,1,36,20,8,2
"Nieto(a) (060)",397,22,305,61,9,,
"Padres / suegros (061)",117,,,,,17,100
"Otro(a) pariente (062)",393,5,99,107,74,54,54
"Trabajador(a) del hogar (063)",15,,,13,2,,
"Pensionistas (064)",9,,,6,3,,
"Otro(a) no pariente (065)",80,,8,28,26,11,7
,,,,,,,
"RURAL (066)",9642,206,3021,1841,1646,1647,1281
"Jefe o Jefa (067)",3062,,3,375,805,994,885
"Esposa(o) / compañera(o) (068)",1539,,4,278,499,478,280
"Hijo(a) / hijastro(a) (069)",3954,163,2517,968,223,78,5
"Yerno / nuera (070)",77,,1,51,22,3,
"Nieto(a) (071)",451,31,364,52,4,,
"Padres / suegros (072)",85,,,,,18,67
"Otro(a) pariente (073)",389,12,126,86,66,58,41
"Trabajador(a) del hogar (074)",4,,,4,,,
"Pensionistas (075)",4,,,4,,,
"Otro(a) no pariente (076)",77,,6,23,27,18,3
"Hombres (077)",4946,109,1546,944,870,838,639
"Jefe o Jefa (078)",2140,,,257,615,694,574
"Esposa(o) / compañera(o) (079)",141,,3,25,45,40,28
"Hijo(a) / hijastro(a) (080)",2088,87,1281,543,130,44,3
"Yerno / nuera (081)",35,,1,16,15,3,
"Nieto(a) (082)",232,15,182,32,3,,
"Padres / suegros (083)",24,,,,,7,17
"Otro(a) pariente (084)",225,7,75,49,43,36,15
"Trabajador(a) del hogar (085)",1,,,1,,,
"Pensionistas (086)",4,,,4,,,
"Otro(a) no pariente (087)",56,,4,17,19,14,2
"Mujeres (088)",4696,97,1475,897,776,809,642
"Jefe o Jefa (089)",922,,3,118,190,300,311
"Esposa(o) / compañera(o) (090)",1398,,1,253,454,438,252
"Hijo(a) / hijastro(a) (091)",1866,76,1236,425,93,34,2
"Yerno / nuera (092)",42,,,35,7,,
"Nieto(a) (093)",219,16,182,20,1,,
"Padres / suegros (094)",61,,,,,11,50
"Otro(a) pariente (095)",164,5,51,37,23,22,26
"Trabajador(a) del hogar (096)",3,,,3,,,
"Otro(a) no pariente (098)",21,,2,6,8,4,1
