"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ABANCAY (000)",36040,34685,11203,4571,4181,3251,4577,3085,2110,1707,1355,99815
"De 12 a 14 años (001)",3886,3863,3847,13,3,,,,,,23,19
"De 15 a 19 años (002)",5196,5116,4538,504,63,9,2,,,,80,665
"De 20 a 24 años (003)",4356,3813,1695,1404,525,146,35,8,,,543,3087
"De 25 a 29 años (004)",3625,3238,492,1111,916,466,236,15,2,,387,5448
"De 30 a 34 años (005)",3408,3279,217,629,940,656,677,144,12,4,129,8471
"De 35 a 39 años (006)",3138,3083,107,308,674,630,880,364,98,22,55,10820
"De 40 a 44 años (007)",2688,2653,66,171,390,447,743,510,243,83,35,11793
"De 45 a 49 años (008)",2195,2175,51,124,233,303,548,451,310,155,20,11159
"De 50 y más años (009)",7548,7465,190,307,437,594,1456,1593,1445,1443,83,48353
"PEA (010)",11898,11257,2129,2098,2025,1551,1766,879,477,332,641,31932
"De 12 a 14 años (011)",171,170,168,1,1,,,,,,1,3
"De 15 a 19 años (012)",920,897,750,131,14,2,,,,,23,165
"De 20 a 24 años (013)",1442,1229,553,492,136,38,8,2,,,213,923
"De 25 a 29 años (014)",1606,1368,303,533,338,132,56,5,1,,238,1884
"De 30 a 34 años (015)",1688,1599,168,406,497,279,212,32,3,2,89,3398
"De 35 a 39 años (016)",1548,1520,74,211,428,342,332,111,16,6,28,4448
"De 40 a 44 años (017)",1451,1425,34,125,278,321,404,175,71,17,26,5317
"De 45 a 49 años (018)",1097,1086,33,86,161,206,298,178,82,42,11,4624
"De 50 y más años (019)",1975,1963,46,113,172,231,456,376,304,265,12,11170
"Ocupada (020)",11358,10799,1986,1985,1952,1503,1721,858,467,327,559,31063
"De 12 a 14 años (021)",166,165,163,1,1,,,,,,1,3
