"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia JUNIN",,,,,,,
"Viviendas particulares (001)",8792,1576,533,560,2219,391,3513
"Ocupantes presentes (002)",29950,5756,2031,2019,7638,1133,11373
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8289,1488,473,554,2188,359,3227
"Ocupantes presentes (005)",28475,5408,1830,1999,7553,1071,10614
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",26,15,,,,,11
"Ocupantes presentes (011)",97,53,,,,,44
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",195,72,60,,,,63
"Ocupantes presentes (014)",725,294,201,,,,230
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",276,1,,5,30,31,209
"Ocupantes presentes (017)",642,1,,19,84,61,477
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",6,,,1,1,1,3
"Ocupantes presentes (023)",11,,,1,1,1,8
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",5879,1574,528,455,1568,197,1557
"Ocupantes presentes (029)",21080,5744,2022,1705,5722,661,5226
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5654,1487,468,455,1568,196,1480
"Ocupantes presentes (032)",20249,5397,1821,1705,5722,660,4944
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",26,15,,,,,11
"Ocupantes presentes (038)",97,53,,,,,44
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",195,72,60,,,,63
"Ocupantes presentes (041)",725,294,201,,,,230
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,,,,,1,3
"Ocupantes presentes (050)",9,,,,,1,8
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2913,2,5,105,651,194,1956
"Ocupantes presentes (056)",8870,12,9,314,1916,472,6147
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2635,1,5,99,620,163,1747
"Ocupantes presentes (059)",8226,11,9,294,1831,411,5670
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",276,1,,5,30,31,209
"Ocupantes presentes (071)",642,1,,19,84,61,477
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,1,1,,
"Ocupantes presentes (077)",2,,,1,1,,
"Otro tipo",,,,,,,
