"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PALPA (000)",5170,148,,1073,2386,340,572,190,461
"Empleado (001)",867,4,,23,212,62,243,39,284
"Obrero (002)",2090,76,,529,1153,116,127,53,36
"Trabajador independiente (003)",1715,48,,383,798,121,165,84,116
"Empleador o patrono (004)",125,6,,33,55,7,9,5,10
"Trabajador familiar no remunerado (005)",286,12,,92,112,29,20,7,14
"Trabajador del hogar (006)",87,2,,13,56,5,8,2,1
"Hombres (008)",3444,69,,737,1732,214,281,144,267
"Empleado (009)",431,3,,13,129,31,94,24,137
"Obrero (010)",1550,36,,374,899,83,82,45,31
"Trabajador independiente (011)",1204,22,,277,585,76,95,66,83
"Empleador o patrono (012)",102,5,,25,47,5,7,4,9
"Trabajador familiar no remunerado (013)",144,2,,46,63,18,3,5,7
"Trabajador del hogar (014)",13,1,,2,9,1,,,
"Mujeres (016)",1726,79,,336,654,126,291,46,194
"Empleado (017)",436,1,,10,83,31,149,15,147
"Obrero (018)",540,40,,155,254,33,45,8,5
"Trabajador independiente (019)",511,26,,106,213,45,70,18,33
"Empleador o patrono (020)",23,1,,8,8,2,2,1,1
"Trabajador familiar no remunerado (021)",142,10,,46,49,11,17,2,7
"Trabajador del hogar (022)",74,1,,11,47,4,8,2,1
,,,,,,,,,
"URBANA (024)",3374,73,,611,1467,235,463,151,374
"Empleado (025)",722,3,,21,175,46,211,35,231
"Obrero (026)",1204,37,,303,637,75,86,37,29
"Trabajador independiente (027)",1167,27,,213,535,92,138,67,95
"Empleador o patrono (028)",51,1,,6,21,4,7,4,8
"Trabajador familiar no remunerado (029)",170,4,,59,60,14,17,6,10
"Trabajador del hogar (030)",60,1,,9,39,4,4,2,1
"Hombres (032)",2103,30,,389,998,147,213,110,216
"Empleado (033)",360,3,,12,104,25,81,21,114
"Obrero (034)",857,15,,201,485,55,47,30,24
"Trabajador independiente (035)",754,9,,136,361,54,77,51,66
"Empleador o patrono (036)",39,1,,5,14,3,5,3,8
"Trabajador familiar no remunerado (037)",88,1,,35,31,9,3,5,4
"Trabajador del hogar (038)",5,1,,,3,1,,,
"Mujeres (040)",1271,43,,222,469,88,250,41,158
"Empleado (041)",362,,,9,71,21,130,14,117
"Obrero (042)",347,22,,102,152,20,39,7,5
"Trabajador independiente (043)",413,18,,77,174,38,61,16,29
"Empleador o patrono (044)",12,,,1,7,1,2,1,
"Trabajador familiar no remunerado (045)",82,3,,24,29,5,14,1,6
"Trabajador del hogar (046)",55,,,9,36,3,4,2,1
,,,,,,,,,
"RURAL (048)",1796,75,,462,919,105,109,39,87
"Empleado (049)",145,1,,2,37,16,32,4,53
"Obrero (050)",886,39,,226,516,41,41,16,7
"Trabajador independiente (051)",548,21,,170,263,29,27,17,21
"Empleador o patrono (052)",74,5,,27,34,3,2,1,2
"Trabajador familiar no remunerado (053)",116,8,,33,52,15,3,1,4
"Trabajador del hogar (054)",27,1,,4,17,1,4,,
"Hombres (056)",1341,39,,348,734,67,68,34,51
"Empleado (057)",71,,,1,25,6,13,3,23
"Obrero (058)",693,21,,173,414,28,35,15,7
"Trabajador independiente (059)",450,13,,141,224,22,18,15,17
"Empleador o patrono (060)",63,4,,20,33,2,2,1,1
"Trabajador familiar no remunerado (061)",56,1,,11,32,9,,,3
"Trabajador del hogar (062)",8,,,2,6,,,,
"Mujeres (064)",455,36,,114,185,38,41,5,36
"Empleado (065)",74,1,,1,12,10,19,1,30
"Obrero (066)",193,18,,53,102,13,6,1,
"Trabajador independiente (067)",98,8,,29,39,7,9,2,4
"Empleador o patrono (068)",11,1,,7,1,1,,,1
"Trabajador familiar no remunerado (069)",60,7,,22,20,6,3,1,1
"Trabajador del hogar (070)",19,1,,2,11,1,4,,
