"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCANE (000)",68806,962,20575,15105,11101,12066,8997
"Jefe o Jefa (001)",22567,,77,2688,5900,7582,6320
"Esposa(o) / compañera(o) (002)",11811,,24,2139,3803,3886,1959
"Hijo(a) / hijastro(a) (003)",28798,755,17873,8927,1004,233,6
"Yerno / nuera (004)",592,,8,438,123,17,6
"Nieto(a) (005)",2012,150,1622,231,7,2,
"Padres / suegros (006)",633,,,,7,103,523
"Otro(a) pariente (007)",1986,55,877,508,199,190,157
"Trabajador(a) del hogar (008)",27,,6,15,3,2,1
"Pensionistas (009)",1,,,1,,,
"Otro(a) no pariente (010)",379,2,88,158,55,51,25
"Hombres (011)",33296,507,10507,7431,5171,5572,4108
"Jefe o Jefa (012)",15351,,30,1858,4351,5257,3855
"Esposa(o) / compañera(o) (013)",397,,13,134,121,84,45
"Hijo(a) / hijastro(a) (014)",15004,393,9153,4873,492,91,2
"Yerno / nuera (015)",213,,2,125,74,8,4
"Nieto(a) (016)",1020,89,820,108,3,,
"Padres / suegros (017)",169,,,,2,28,139
"Otro(a) pariente (018)",962,24,448,269,94,77,50
"Trabajador(a) del hogar (019)",10,,3,5,1,,1
"Pensionistas (020)",1,,,1,,,
"Otro(a) no pariente (021)",169,1,38,58,33,27,12
"Mujeres (022)",35510,455,10068,7674,5930,6494,4889
"Jefe o Jefa (023)",7216,,47,830,1549,2325,2465
"Esposa(o) / compañera(o) (024)",11414,,11,2005,3682,3802,1914
"Hijo(a) / hijastro(a) (025)",13794,362,8720,4054,512,142,4
"Yerno / nuera (026)",379,,6,313,49,9,2
"Nieto(a) (027)",992,61,802,123,4,2,
"Padres / suegros (028)",464,,,,5,75,384
"Otro(a) pariente (029)",1024,31,429,239,105,113,107
"Trabajador(a) del hogar (030)",17,,3,10,2,2,
"Otro(a) no pariente (032)",210,1,50,100,22,24,13
,,,,,,,
"URBANA (033)",13146,208,3905,3465,2567,2016,985
"Jefe o Jefa (034)",4205,,33,726,1402,1351,693
"Esposa(o) / compañera(o) (035)",1927,,11,455,812,480,169
"Hijo(a) / hijastro(a) (036)",5303,153,3168,1754,194,33,1
"Yerno / nuera (037)",140,,2,101,31,6,
"Nieto(a) (038)",397,39,309,48,1,,
"Padres / suegros (039)",121,,,,2,39,80
"Otro(a) pariente (040)",737,16,318,233,79,67,24
"Trabajador(a) del hogar (041)",15,,3,11,1,,
"Pensionistas (042)",1,,,1,,,
"Otro(a) no pariente (043)",300,,61,136,45,40,18
"Hombres (044)",6501,120,2028,1659,1187,1005,502
"Jefe o Jefa (045)",2793,,12,461,962,908,450
"Esposa(o) / compañera(o) (046)",135,,4,59,45,18,9
"Hijo(a) / hijastro(a) (047)",2780,89,1672,916,88,14,1
"Yerno / nuera (048)",57,,,33,21,3,
"Nieto(a) (049)",201,24,157,20,,,
"Padres / suegros (050)",39,,,,1,15,23
"Otro(a) pariente (051)",362,7,157,117,42,29,10
"Trabajador(a) del hogar (052)",3,,,3,,,
"Pensionistas (053)",1,,,1,,,
"Otro(a) no pariente (054)",130,,26,49,28,18,9
"Mujeres (055)",6645,88,1877,1806,1380,1011,483
"Jefe o Jefa (056)",1412,,21,265,440,443,243
"Esposa(o) / compañera(o) (057)",1792,,7,396,767,462,160
"Hijo(a) / hijastro(a) (058)",2523,64,1496,838,106,19,
"Yerno / nuera (059)",83,,2,68,10,3,
"Nieto(a) (060)",196,15,152,28,1,,
"Padres / suegros (061)",82,,,,1,24,57
"Otro(a) pariente (062)",375,9,161,116,37,38,14
"Trabajador(a) del hogar (063)",12,,3,8,1,,
"Otro(a) no pariente (065)",170,,35,87,17,22,9
,,,,,,,
"RURAL (066)",55660,754,16670,11640,8534,10050,8012
"Jefe o Jefa (067)",18362,,44,1962,4498,6231,5627
"Esposa(o) / compañera(o) (068)",9884,,13,1684,2991,3406,1790
"Hijo(a) / hijastro(a) (069)",23495,602,14705,7173,810,200,5
"Yerno / nuera (070)",452,,6,337,92,11,6
"Nieto(a) (071)",1615,111,1313,183,6,2,
"Padres / suegros (072)",512,,,,5,64,443
"Otro(a) pariente (073)",1249,39,559,275,120,123,133
"Trabajador(a) del hogar (074)",12,,3,4,2,2,1
"Otro(a) no pariente (076)",79,2,27,22,10,11,7
"Hombres (077)",26795,387,8479,5772,3984,4567,3606
"Jefe o Jefa (078)",12558,,18,1397,3389,4349,3405
"Esposa(o) / compañera(o) (079)",262,,9,75,76,66,36
"Hijo(a) / hijastro(a) (080)",12224,304,7481,3957,404,77,1
"Yerno / nuera (081)",156,,2,92,53,5,4
"Nieto(a) (082)",819,65,663,88,3,,
"Padres / suegros (083)",130,,,,1,13,116
"Otro(a) pariente (084)",600,17,291,152,52,48,40
"Trabajador(a) del hogar (085)",7,,3,2,1,,1
"Otro(a) no pariente (087)",39,1,12,9,5,9,3
"Mujeres (088)",28865,367,8191,5868,4550,5483,4406
"Jefe o Jefa (089)",5804,,26,565,1109,1882,2222
"Esposa(o) / compañera(o) (090)",9622,,4,1609,2915,3340,1754
"Hijo(a) / hijastro(a) (091)",11271,298,7224,3216,406,123,4
"Yerno / nuera (092)",296,,4,245,39,6,2
"Nieto(a) (093)",796,46,650,95,3,2,
"Padres / suegros (094)",382,,,,4,51,327
"Otro(a) pariente (095)",649,22,268,123,68,75,93
"Trabajador(a) del hogar (096)",5,,,2,1,2,
"Otro(a) no pariente (098)",40,1,15,13,5,2,4
