"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARAÑON (000)",24541,5295,883,12653,4611,170,402,242,285
"Quechua (001)",6073,1972,230,3021,743,21,49,17,20
"Aymara (002)",8,4,1,2,,,,1,
"Ashaninca (003)",4,,2,2,,,,,
"Otra lengua nativa (004)",7,2,1,4,,,,,
"Castellano (005)",18367,3242,648,9618,3868,149,353,224,265
"Es sordomudo/a (007)",82,75,1,6,,,,,
"Hombres (009)",12610,1782,470,6883,2814,100,224,153,184
"Quechua (010)",2911,558,107,1664,499,14,38,14,17
"Aymara (011)",5,3,1,,,,,1,
"Ashaninca (012)",2,,1,1,,,,,
"Otra lengua nativa (013)",5,,1,4,,,,,
"Castellano (014)",9642,1181,360,5209,2315,86,186,138,167
"Es sordomudo/a (016)",45,40,,5,,,,,
"Mujeres (018)",11931,3513,413,5770,1797,70,178,89,101
"Quechua (019)",3162,1414,123,1357,244,7,11,3,3
"Aymara (020)",3,1,,2,,,,,
"Ashaninca (021)",2,,1,1,,,,,
"Otra lengua nativa (022)",2,2,,,,,,,
"Castellano (023)",8725,2061,288,4409,1553,63,167,86,98
"Es sordomudo/a (025)",37,35,1,1,,,,,
,,,,,,,,,
"URBANA (027)",3779,441,128,1507,1068,65,218,152,200
"Quechua (028)",484,99,11,205,116,6,19,14,14
"Aymara (029)",1,,,,,,,1,
"Otra lengua nativa (031)",1,1,,,,,,,
"Castellano (032)",3285,335,117,1300,952,59,199,137,186
"Es sordomudo/a (034)",8,6,,2,,,,,
"Hombres (036)",1971,145,68,798,584,35,113,98,130
"Quechua (037)",234,18,5,113,57,3,15,12,11
"Aymara (038)",1,,,,,,,1,
"Castellano (041)",1730,123,63,683,527,32,98,85,119
"Es sordomudo/a (043)",6,4,,2,,,,,
"Mujeres (045)",1808,296,60,709,484,30,105,54,70
"Quechua (046)",250,81,6,92,59,3,4,2,3
"Otra lengua nativa (049)",1,1,,,,,,,
"Castellano (050)",1555,212,54,617,425,27,101,52,67
"Es sordomudo/a (052)",2,2,,,,,,,
,,,,,,,,,
"RURAL (054)",20762,4854,755,11146,3543,105,184,90,85
"Quechua (055)",5589,1873,219,2816,627,15,30,3,6
"Aymara (056)",7,4,1,2,,,,,
"Ashaninca (057)",4,,2,2,,,,,
"Otra lengua nativa (058)",6,1,1,4,,,,,
"Castellano (059)",15082,2907,531,8318,2916,90,154,87,79
"Es sordomudo/a (061)",74,69,1,4,,,,,
"Hombres (063)",10639,1637,402,6085,2230,65,111,55,54
"Quechua (064)",2677,540,102,1551,442,11,23,2,6
"Aymara (065)",4,3,1,,,,,,
"Ashaninca (066)",2,,1,1,,,,,
"Otra lengua nativa (067)",5,,1,4,,,,,
"Castellano (068)",7912,1058,297,4526,1788,54,88,53,48
"Es sordomudo/a (070)",39,36,,3,,,,,
"Mujeres (072)",10123,3217,353,5061,1313,40,73,35,31
"Quechua (073)",2912,1333,117,1265,185,4,7,1,
"Aymara (074)",3,1,,2,,,,,
"Ashaninca (075)",2,,1,1,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",7170,1849,234,3792,1128,36,66,34,31
"Es sordomudo/a (079)",35,33,1,1,,,,,
