"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SULLANA (000)",5620,87,2899,1563,904,167
"Sin nivel (001)",297,5,55,106,93,38
"Educación inicial (002)",6,,5,1,,
"Primaria (003)",1483,61,526,421,391,84
"Secundaria (004)",2257,21,1366,593,255,22
"Superior no univ. incompleta (005)",336,,221,78,31,6
"Superior no univ. completa (006)",657,,372,209,67,9
"Superior univ. incompleta (007)",231,,166,41,22,2
"Superior univ. completa (008)",353,,188,114,45,6
"Hombres (010)",4163,66,2000,1159,785,153
"Sin nivel (011)",256,2,48,95,79,32
"Educación inicial (012)",5,,4,1,,
"Primaria (013)",1248,49,437,337,346,79
"Secundaria (014)",1817,15,1055,495,230,22
"Superior no univ. incompleta (015)",195,,123,43,23,6
"Superior no univ. completa (016)",297,,142,99,49,7
"Superior univ. incompleta (017)",143,,101,24,16,2
"Superior univ. completa (018)",202,,90,65,42,5
"Mujeres (020)",1457,21,899,404,119,14
"Sin nivel (021)",41,3,7,11,14,6
"Educación inicial (022)",1,,1,,,
"Primaria (023)",235,12,89,84,45,5
"Secundaria (024)",440,6,311,98,25,
"Superior no univ. incompleta (025)",141,,98,35,8,
"Superior no univ. completa (026)",360,,230,110,18,2
"Superior univ. incompleta (027)",88,,65,17,6,
"Superior univ. completa (028)",151,,98,49,3,1
,,,,,,
"Area Urbana (030)",5089,62,2622,1433,828,144
"Sin nivel (031)",257,5,47,94,82,29
"Educación inicial (032)",5,,5,,,
"Primaria (033)",1180,38,401,341,330,70
"Secundaria (034)",2095,19,1242,561,251,22
"Superior no univ. incompleta (035)",331,,216,78,31,6
"Superior no univ. completa (036)",646,,362,208,67,9
"Superior univ. incompleta (037)",228,,163,41,22,2
"Superior univ. completa (038)",347,,186,110,45,6
"Hombres (040)",3700,44,1765,1043,716,132
"Sin nivel (041)",220,2,41,84,69,24
"Educación inicial (042)",4,,4,,,
"Primaria (043)",979,29,329,264,291,66
"Secundaria (044)",1673,13,945,467,226,22
"Superior no univ. incompleta (045)",192,,120,43,23,6
"Superior no univ. completa (046)",294,,139,99,49,7
"Superior univ. incompleta (047)",141,,99,24,16,2
"Superior univ. completa (048)",197,,88,62,42,5
"Mujeres (050)",1389,18,857,390,112,12
"Sin nivel (051)",37,3,6,10,13,5
"Educación inicial (052)",1,,1,,,
"Primaria (053)",201,9,72,77,39,4
"Secundaria (054)",422,6,297,94,25,
"Superior no univ. incompleta (055)",139,,96,35,8,
"Superior no univ. completa (056)",352,,223,109,18,2
"Superior univ. incompleta (057)",87,,64,17,6,
"Superior univ. completa (058)",150,,98,48,3,1
,,,,,,
"Area Rural (060)",531,25,277,130,76,23
"Sin nivel (061)",40,,8,12,11,9
"Educación inicial (062)",1,,,1,,
"Primaria (063)",303,23,125,80,61,14
"Secundaria (064)",162,2,124,32,4,
"Superior no univ. incompleta (065)",5,,5,,,
"Superior no univ. completa (066)",11,,10,1,,
"Superior univ. incompleta (067)",3,,3,,,
"Superior univ. completa (068)",6,,2,4,,
"Hombres (070)",463,22,235,116,69,21
"Sin nivel (071)",36,,7,11,10,8
"Educación inicial (072)",1,,,1,,
"Primaria (073)",269,20,108,73,55,13
"Secundaria (074)",144,2,110,28,4,
"Superior no univ. incompleta (075)",3,,3,,,
"Superior no univ. completa (076)",3,,3,,,
"Superior univ. incompleta (077)",2,,2,,,
"Superior univ. completa (078)",5,,2,3,,
"Mujeres (080)",68,3,42,14,7,2
"Sin nivel (081)",4,,1,1,1,1
"Primaria (083)",34,3,17,7,6,1
"Secundaria (084)",18,,14,4,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",8,,7,1,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",1,,,1,,
