"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia URUBAMBA",,,,,,,,,
"Hogares (001)",13623,508,260,168,155,114,84,69,12265
"Ocupantes presentes (002)",53426,1759,837,517,622,515,428,399,48349
"Casa independiente",,,,,,,,,
"Hogares (004)",13092,486,250,164,150,109,82,67,11784
"Ocupantes presentes (005)",51901,1706,818,509,600,494,421,389,46964
"Departamento en edificio",,,,,,,,,
"Hogares (007)",90,4,4,,1,,,1,80
"Ocupantes presentes (008)",251,10,8,,4,,,6,223
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",68,5,1,2,1,,,,59
"Ocupantes presentes (011)",236,10,2,5,2,,,,217
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",327,12,3,2,1,4,2,1,302
"Ocupantes presentes (014)",910,30,6,3,8,16,7,4,836
"Choza o cabaña",,,,,,,,,
"Hogares (016)",14,1,,,,,,,13
"Ocupantes presentes (017)",43,3,,,,,,,40
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",8,,,,1,,,,7
"Ocupantes presentes (020)",23,,,,4,,,,19
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",8,,1,,1,,,,6
"Ocupantes presentes (023)",20,,2,,4,,,,14
"Otro tipo",,,,,,,,,
"Hogares (025)",16,,1,,,1,,,14
"Ocupantes presentes (026)",42,,1,,,5,,,36
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6517,337,176,116,109,76,50,52,5601
"Ocupantes presentes (029)",24553,1130,573,341,436,339,252,279,21203
"Casa independiente",,,,,,,,,
"Hogares (031)",6006,316,166,112,104,72,48,50,5138
"Ocupantes presentes (032)",23084,1080,554,333,414,323,245,269,19866
"Departamento en edificio",,,,,,,,,
"Hogares (034)",90,4,4,,1,,,1,80
"Ocupantes presentes (035)",251,10,8,,4,,,6,223
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",68,5,1,2,1,,,,59
"Ocupantes presentes (038)",236,10,2,5,2,,,,217
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",327,12,3,2,1,4,2,1,302
"Ocupantes presentes (041)",910,30,6,3,8,16,7,4,836
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",8,,,,1,,,,7
"Ocupantes presentes (047)",23,,,,4,,,,19
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",7,,1,,1,,,,5
"Ocupantes presentes (050)",19,,2,,4,,,,13
"Otro tipo",,,,,,,,,
"Hogares (052)",11,,1,,,,,,10
"Ocupantes presentes (053)",30,,1,,,,,,29
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7106,171,84,52,46,38,34,17,6664
"Ocupantes presentes (056)",28873,629,264,176,186,176,176,120,27146
"Casa independiente",,,,,,,,,
"Hogares (058)",7086,170,84,52,46,37,34,17,6646
"Ocupantes presentes (059)",28817,626,264,176,186,171,176,120,27098
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",14,1,,,,,,,13
"Ocupantes presentes (071)",43,3,,,,,,,40
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (079)",5,,,,,1,,,4
"Ocupantes presentes (080)",12,,,,,5,,,7
