"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia UCAYALI (000)",20085,2754,3476,9586,599,3232,438
"Conviviente (001)",10727,1300,1807,5787,361,1306,166
"Separado(a) (002)",605,79,100,361,22,12,31
"Casado(a) (003)",3456,694,449,1752,113,392,56
"Viudo(a) (004)",437,21,67,301,19,22,7
"Divorciado(a) (005)",37,6,7,20,1,2,1
"Soltero(a) (006)",4823,654,1046,1365,83,1498,177
"Hombres (008)",14180,1651,2755,7678,477,1583,36
"Conviviente (009)",7459,802,1372,4702,299,278,6
"Separado(a) (010)",367,27,76,244,12,7,1
"Casado(a) (011)",2313,434,328,1402,88,58,3
"Viudo(a) (012)",251,11,42,176,10,12,
"Divorciado(a) (013)",29,3,6,17,1,1,1
"Soltero(a) (014)",3761,374,931,1137,67,1227,25
"Mujeres (016)",5905,1103,721,1908,122,1649,402
"Conviviente (017)",3268,498,435,1085,62,1028,160
"Separado(a) (018)",238,52,24,117,10,5,30
"Casado(a) (019)",1143,260,121,350,25,334,53
"Viudo(a) (020)",186,10,25,125,9,10,7
"Divorciado(a) (021)",8,3,1,3,,1,
"Soltero(a) (022)",1062,280,115,228,16,271,152
,,,,,,,
"URBANA (024)",11328,2206,1820,5189,266,1547,300
"Conviviente (025)",5658,968,943,2908,143,608,88
"Separado(a) (026)",372,67,54,213,10,4,24
"Casado(a) (027)",2162,593,237,1036,56,209,31
"Viudo(a) (028)",222,17,32,143,9,15,6
"Divorciado(a) (029)",20,4,4,10,,1,1
"Soltero(a) (030)",2894,557,550,879,48,710,150
"Hombres (032)",7717,1326,1513,3942,202,707,27
"Conviviente (033)",3863,601,759,2267,116,116,4
"Separado(a) (034)",203,25,39,132,6,1,
"Casado(a) (035)",1398,365,189,771,43,29,1
"Viudo(a) (036)",115,8,22,72,3,10,
"Divorciado(a) (037)",17,3,4,9,,,1
"Soltero(a) (038)",2121,324,500,691,34,551,21
"Mujeres (040)",3611,880,307,1247,64,840,273
"Conviviente (041)",1795,367,184,641,27,492,84
"Separado(a) (042)",169,42,15,81,4,3,24
"Casado(a) (043)",764,228,48,265,13,180,30
"Viudo(a) (044)",107,9,10,71,6,5,6
"Divorciado(a) (045)",3,1,,1,,1,
"Soltero(a) (046)",773,233,50,188,14,159,129
,,,,,,,
"RURAL (048)",8757,548,1656,4397,333,1685,138
"Conviviente (049)",5069,332,864,2879,218,698,78
"Separado(a) (050)",233,12,46,148,12,8,7
"Casado(a) (051)",1294,101,212,716,57,183,25
"Viudo(a) (052)",215,4,35,158,10,7,1
"Divorciado(a) (053)",17,2,3,10,1,1,
"Soltero(a) (054)",1929,97,496,486,35,788,27
"Hombres (056)",6463,325,1242,3736,275,876,9
"Conviviente (057)",3596,201,613,2435,183,162,2
"Separado(a) (058)",164,2,37,112,6,6,1
"Casado(a) (059)",915,69,139,631,45,29,2
"Viudo(a) (060)",136,3,20,104,7,2,
"Divorciado(a) (061)",12,,2,8,1,1,
"Soltero(a) (062)",1640,50,431,446,33,676,4
"Mujeres (064)",2294,223,414,661,58,809,129
"Conviviente (065)",1473,131,251,444,35,536,76
"Separado(a) (066)",69,10,9,36,6,2,6
"Casado(a) (067)",379,32,73,85,12,154,23
"Viudo(a) (068)",79,1,15,54,3,5,1
"Divorciado(a) (069)",5,2,1,2,,,
"Soltero(a) (070)",289,47,65,40,2,112,23
