"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PICOTA (000)",14442,565,17,7443,4894,380,689,152,302
"Empleado (001)",1365,6,,128,388,120,440,74,209
"Obrero (002)",2924,131,3,1487,1160,59,54,16,14
"Trabajador independiente (003)",7109,281,5,4009,2385,151,158,52,68
"Empleador o patrono (004)",387,10,,205,138,10,12,5,7
"Trabajador familiar no remunerado (005)",2111,110,9,1297,638,30,19,5,3
"Trabajador del hogar (006)",546,27,,317,185,10,6,,1
"Hombres (008)",11004,369,15,5695,3891,264,452,116,202
"Empleado (009)",838,3,,78,258,66,261,46,126
"Obrero (010)",2561,97,3,1267,1063,52,50,16,13
"Trabajador independiente (011)",5984,223,5,3416,2003,118,121,45,53
"Empleador o patrono (012)",345,7,,183,123,10,10,5,7
"Trabajador familiar no remunerado (013)",1253,37,7,744,431,17,10,4,3
"Trabajador del hogar (014)",23,2,,7,13,1,,,
"Mujeres (016)",3438,196,2,1748,1003,116,237,36,100
"Empleado (017)",527,3,,50,130,54,179,28,83
"Obrero (018)",363,34,,220,97,7,4,,1
"Trabajador independiente (019)",1125,58,,593,382,33,37,7,15
"Empleador o patrono (020)",42,3,,22,15,,2,,
"Trabajador familiar no remunerado (021)",858,73,2,553,207,13,9,1,
"Trabajador del hogar (022)",523,25,,310,172,9,6,,1
,,,,,,,,,
"URBANA (024)",9068,212,10,3907,3558,336,633,135,277
"Empleado (025)",1242,6,,104,352,113,405,72,190
"Obrero (026)",1894,67,,878,824,51,50,11,13
"Trabajador independiente (027)",4162,71,4,2000,1707,129,146,42,63
"Empleador o patrono (028)",222,2,,93,94,10,11,5,7
"Trabajador familiar no remunerado (029)",1064,44,6,555,411,25,15,5,3
"Trabajador del hogar (030)",484,22,,277,170,8,6,,1
"Hombres (032)",6475,114,9,2722,2703,229,411,100,187
"Empleado (033)",759,3,,63,231,62,239,45,116
"Obrero (034)",1642,47,,727,755,44,46,11,12
"Trabajador independiente (035)",3282,48,4,1574,1364,99,109,35,49
"Empleador o patrono (036)",189,,,77,81,10,9,5,7
"Trabajador familiar no remunerado (037)",586,14,5,279,260,13,8,4,3
"Trabajador del hogar (038)",17,2,,2,12,1,,,
"Mujeres (040)",2593,98,1,1185,855,107,222,35,90
"Empleado (041)",483,3,,41,121,51,166,27,74
"Obrero (042)",252,20,,151,69,7,4,,1
"Trabajador independiente (043)",880,23,,426,343,30,37,7,14
"Empleador o patrono (044)",33,2,,16,13,,2,,
"Trabajador familiar no remunerado (045)",478,30,1,276,151,12,7,1,
"Trabajador del hogar (046)",467,20,,275,158,7,6,,1
,,,,,,,,,
"RURAL (048)",5374,353,7,3536,1336,44,56,17,25
"Empleado (049)",123,,,24,36,7,35,2,19
"Obrero (050)",1030,64,3,609,336,8,4,5,1
"Trabajador independiente (051)",2947,210,1,2009,678,22,12,10,5
"Empleador o patrono (052)",165,8,,112,44,,1,,
"Trabajador familiar no remunerado (053)",1047,66,3,742,227,5,4,,
"Trabajador del hogar (054)",62,5,,40,15,2,,,
"Hombres (056)",4529,255,6,2973,1188,35,41,16,15
"Empleado (057)",79,,,15,27,4,22,1,10
"Obrero (058)",919,50,3,540,308,8,4,5,1
"Trabajador independiente (059)",2702,175,1,1842,639,19,12,10,4
"Empleador o patrono (060)",156,7,,106,42,,1,,
"Trabajador familiar no remunerado (061)",667,23,2,465,171,4,2,,
"Trabajador del hogar (062)",6,,,5,1,,,,
"Mujeres (064)",845,98,1,563,148,9,15,1,10
"Empleado (065)",44,,,9,9,3,13,1,9
"Obrero (066)",111,14,,69,28,,,,
"Trabajador independiente (067)",245,35,,167,39,3,,,1
"Empleador o patrono (068)",9,1,,6,2,,,,
"Trabajador familiar no remunerado (069)",380,43,1,277,56,1,2,,
"Trabajador del hogar (070)",56,5,,35,14,2,,,
