"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,
"Viviendas particulares (001)",3207,432,92,183,921,7,1572
"Ocupantes presentes (002)",10758,1519,318,664,3338,16,4903
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2938,384,41,182,901,7,1423
"Ocupantes presentes (005)",9851,1354,181,663,3274,16,4363
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",9,4,2,,,,3
"Ocupantes presentes (011)",37,17,7,,,,13
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",99,42,49,,,,8
"Ocupantes presentes (014)",298,142,130,,,,26
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",157,1,,,19,,137
"Ocupantes presentes (017)",562,4,,,62,,496
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,,,1
"Ocupantes presentes (020)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,1,,1,1,,
"Ocupantes presentes (023)",5,2,,1,2,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2137,427,90,154,614,5,847
"Ocupantes presentes (029)",7318,1501,309,561,2276,12,2659
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2026,380,39,154,613,5,835
"Ocupantes presentes (032)",6974,1340,172,561,2274,12,2615
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",9,4,2,,,,3
"Ocupantes presentes (038)",37,17,7,,,,13
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",99,42,49,,,,8
"Ocupantes presentes (041)",298,142,130,,,,26
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,,,1
"Ocupantes presentes (047)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,1,,
"Ocupantes presentes (050)",4,2,,,2,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1070,5,2,29,307,2,725
"Ocupantes presentes (056)",3440,18,9,103,1062,4,2244
"Casa independiente",,,,,,,
"Viviendas particulares (058)",912,4,2,28,288,2,588
"Ocupantes presentes (059)",2877,14,9,102,1000,4,1748
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",157,1,,,19,,137
"Ocupantes presentes (071)",562,4,,,62,,496
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,1,,,
"Ocupantes presentes (077)",1,,,1,,,
"Otro tipo",,,,,,,
