"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SIHUAS (000)",11033,10740,3375,1138,1055,997,1646,1276,755,498,293,33625
"De 12 a 14 años (001)",1411,1404,1400,3,1,,,,,,7,5
"De 15 a 19 años (002)",1490,1461,1280,163,12,4,2,,,,29,207
"De 20 a 24 años (003)",1136,1029,335,392,206,67,27,2,,,107,1134
"De 25 a 29 años (004)",808,758,88,208,211,164,80,7,,,50,1503
"De 30 a 34 años (005)",924,897,47,122,207,209,232,71,7,2,27,2707
"De 35 a 39 años (006)",909,890,18,62,132,164,319,145,40,10,19,3588
"De 40 a 44 años (007)",864,854,25,21,78,114,286,205,98,27,10,4215
"De 45 a 49 años (008)",722,716,11,33,50,80,174,194,116,58,6,4029
"De 50 y más años (009)",2769,2731,171,134,158,195,526,652,494,401,38,16237
"PEA (010)",2675,2565,457,389,353,339,461,315,151,100,110,8518
"De 12 a 14 años (011)",29,29,29,,,,,,,,,
"De 15 a 19 años (012)",182,178,146,30,1,1,,,,,4,35
"De 20 a 24 años (013)",360,314,124,107,58,20,4,1,,,46,306
"De 25 a 29 años (014)",276,257,56,92,56,37,14,2,,,19,389
"De 30 a 34 años (015)",325,308,30,65,75,65,57,13,3,,17,765
"De 35 a 39 años (016)",305,297,12,33,51,66,88,37,7,3,8,1039
"De 40 a 44 años (017)",339,335,14,13,42,62,110,59,27,8,4,1462
"De 45 a 49 años (018)",236,234,6,13,17,32,69,54,27,16,2,1201
"De 50 y más años (019)",623,613,40,36,53,56,119,149,87,73,10,3321
"Ocupada (020)",2590,2487,425,368,349,330,455,313,149,98,103,8385
"De 12 a 14 años (021)",25,25,25,,,,,,,,,
"De 15 a 19 años (022)",166,162,131,29,1,1,,,,,4,34
