"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ESPINAR (000)",58916,15729,6146,2215,35321
"Quechua (001)",40594,11351,2364,1022,26005
"Aymara (002)",120,19,28,18,63
"Asháninka (003)",8,5,,4,3
"Otra lengua nativa (004)",1,1,,,
"Castellano (005)",18116,4331,3750,1169,9201
"Idioma Extranjero (006)",6,,,2,4
"Es Sordomudo/a (007)",71,22,4,,45
"Hombres (009)",29504,7475,3492,1605,17375
"Quechua (010)",19621,5209,1305,681,12563
"Aymara (011)",67,8,20,17,30
"Asháninka (012)",3,1,,1,2
"Otra lengua nativa (013)",1,1,,,
"Castellano (014)",9771,2243,2167,904,4754
"Idioma Extranjero (015)",4,,,2,2
"Es Sordomudo/a (016)",37,13,,,24
"Mujeres (018)",29412,8254,2654,610,17946
"Quechua (019)",20973,6142,1059,341,13442
"Aymara (020)",53,11,8,1,33
"Asháninka (021)",5,4,,3,1
"Castellano (023)",8345,2088,1583,265,4447
"Idioma Extranjero (024)",2,,,,2
"Es Sordomudo/a (025)",34,9,4,,21
,,,,,
"URBANA (027)",26611,4345,5204,1690,15837
"Quechua (028)",11523,1435,1642,599,7980
"Aymara (029)",85,5,27,13,46
"Asháninka (030)",3,1,,,2
"Castellano (032)",14976,2901,3533,1076,7792
"Idioma Extranjero (033)",6,,,2,4
"Es Sordomudo/a (034)",18,3,2,,13
"Hombres (036)",13468,2121,2923,1290,7555
"Quechua (037)",5453,658,893,444,3583
"Aymara (038)",52,2,19,13,24
"Asháninka (039)",1,,,,1
"Castellano (041)",7952,1460,2011,831,3940
"Idioma Extranjero (042)",4,,,2,2
"Es Sordomudo/a (043)",6,1,,,5
"Mujeres (045)",13143,2224,2281,400,8282
"Quechua (046)",6070,777,749,155,4397
"Aymara (047)",33,3,8,,22
"Asháninka (048)",2,1,,,1
"Castellano (050)",7024,1441,1522,245,3852
"Idioma Extranjero (051)",2,,,,2
"Es Sordomudo/a (052)",12,2,2,,8
,,,,,
"RURAL (054)",32305,11384,942,525,19484
"Quechua (055)",29071,9916,722,423,18025
"Aymara (056)",35,14,1,5,17
"Asháninka (057)",5,4,,4,1
"Otra lengua nativa (058)",1,1,,,
"Castellano (059)",3140,1430,217,93,1409
"Es Sordomudo/a (061)",53,19,2,,32
"Hombres (063)",16036,5354,569,315,9820
"Quechua (064)",14168,4551,412,237,8980
"Aymara (065)",15,6,1,4,6
"Asháninka (066)",2,1,,1,1
"Otra lengua nativa (067)",1,1,,,
"Castellano (068)",1819,783,156,73,814
"Es Sordomudo/a (070)",31,12,,,19
"Mujeres (072)",16269,6030,373,210,9664
"Quechua (073)",14903,5365,310,186,9045
"Aymara (074)",20,8,,1,11
"Asháninka (075)",3,3,,3,
"Castellano (077)",1321,647,61,20,595
"Es Sordomudo/a (079)",22,7,2,,13
