"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANCHIS (000)",33550,27141,2250,2112,2047
"Sin nivel (001)",3900,3757,92,22,29
"Educación inicial (002)",40,38,1,1,
"Primaria (003)",11023,10193,485,168,177
"Secundaria (004)",10552,9156,688,330,378
"Superior no univ. incompleta (005)",1516,1147,117,118,134
"Superior no univ. completa (006)",3566,1580,501,867,618
"Superior univ. incompleta (007)",901,552,100,92,157
"Superior univ. completa (008)",2052,718,266,514,554
"De 06 a 14 años (010)",821,777,39,4,1
"Sin nivel (011)",16,16,,,
"Educación inicial (012)",9,9,,,
"Primaria (013)",516,489,24,3,
"Secundaria (014)",280,263,15,1,1
"De 15 a 29 años (020)",8929,7235,723,440,531
"Sin nivel (021)",202,188,11,3,
"Educación inicial (022)",19,18,1,,
"Primaria (023)",1545,1400,89,27,29
"Secundaria (024)",4561,3972,329,131,129
"Superior no univ. incompleta (025)",750,586,64,39,61
"Superior no univ. completa (026)",1097,629,140,157,171
"Superior univ. incompleta (027)",377,254,42,32,49
"Superior univ. completa (028)",378,188,47,51,92
"De 30 a 44 años (030)",11918,8987,901,1091,939
"Sin nivel (031)",675,636,24,7,8
"Educación inicial (032)",12,11,,1,
"Primaria (033)",3743,3434,167,77,65
"Secundaria (034)",3718,3212,230,123,153
"Superior no univ. incompleta (035)",559,419,36,54,50
"Superior no univ. completa (036)",1866,749,268,525,324
"Superior univ. incompleta (037)",321,188,38,30,65
"Superior univ. completa (038)",1024,338,138,274,274
"De 45 a 64 años (040)",9128,7517,515,549,547
"Sin nivel (041)",1700,1646,29,10,15
"Primaria (043)",4050,3744,178,52,76
"Secundaria (044)",1815,1548,105,71,91
"Superior no univ. incompleta (045)",188,126,17,25,20
"Superior no univ. completa (046)",574,180,92,182,120
"Superior univ. incompleta (047)",195,105,19,29,42
"Superior univ. completa (048)",606,168,75,180,183
"De 65 y más años (050)",2754,2625,72,28,29
"Sin nivel (051)",1307,1271,28,2,6
"Primaria (053)",1169,1126,27,9,7
"Secundaria (054)",178,161,9,4,4
"Superior no univ. incompleta (055)",19,16,,,3
"Superior no univ. completa (056)",29,22,1,3,3
"Superior univ. incompleta (057)",8,5,1,1,1
"Superior univ. completa (058)",44,24,6,9,5
