"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CONDORCANQUI (000)",24706,5406,6084,5620,3798,2170,1628
"Conviviente (001)",13861,323,3228,4613,3118,1619,960
"Separado(a) (002)",793,24,234,214,143,98,80
"Casado(a) (003)",1051,12,87,227,307,255,163
"Viudo(a) (004)",728,1,26,55,97,158,391
"Divorciado(a) (005)",68,,22,17,9,8,12
"Soltero(a) (006)",8205,5046,2487,494,124,32,22
"Hombres (008)",12461,2655,2924,2813,2013,1172,884
"Conviviente (009)",6707,58,1104,2288,1685,928,644
"Separado(a) (010)",209,,25,59,53,35,37
"Casado(a) (011)",543,8,32,95,151,153,104
"Viudo(a) (012)",164,,8,16,28,31,81
"Divorciado(a) (013)",21,,4,4,3,4,6
"Soltero(a) (014)",4817,2589,1751,351,93,21,12
"Mujeres (016)",12245,2751,3160,2807,1785,998,744
"Conviviente (017)",7154,265,2124,2325,1433,691,316
"Separado(a) (018)",584,24,209,155,90,63,43
"Casado(a) (019)",508,4,55,132,156,102,59
"Viudo(a) (020)",564,1,18,39,69,127,310
"Divorciado(a) (021)",47,,18,13,6,4,6
"Soltero(a) (022)",3388,2457,736,143,31,11,10
,,,,,,,
"URBANA (024)",4214,1078,1016,885,607,376,252
"Conviviente (025)",1642,34,335,574,388,200,111
"Separado(a) (026)",135,3,26,39,36,18,13
"Casado(a) (027)",455,2,35,95,133,122,68
"Viudo(a) (028)",88,,4,13,12,18,41
"Divorciado(a) (029)",14,,3,4,3,3,1
"Soltero(a) (030)",1880,1039,613,160,35,15,18
"Hombres (032)",2208,563,535,436,326,202,146
"Conviviente (033)",792,11,101,274,216,116,74
"Separado(a) (034)",39,,2,9,15,5,8
"Casado(a) (035)",230,2,7,38,69,70,44
"Viudo(a) (036)",21,,,6,3,2,10
"Divorciado(a) (037)",5,,,2,1,1,1
"Soltero(a) (038)",1121,550,425,107,22,8,9
"Mujeres (040)",2006,515,481,449,281,174,106
"Conviviente (041)",850,23,234,300,172,84,37
"Separado(a) (042)",96,3,24,30,21,13,5
"Casado(a) (043)",225,,28,57,64,52,24
"Viudo(a) (044)",67,,4,7,9,16,31
"Divorciado(a) (045)",9,,3,2,2,2,
"Soltero(a) (046)",759,489,188,53,13,7,9
,,,,,,,
"RURAL (048)",20492,4328,5068,4735,3191,1794,1376
"Conviviente (049)",12219,289,2893,4039,2730,1419,849
"Separado(a) (050)",658,21,208,175,107,80,67
"Casado(a) (051)",596,10,52,132,174,133,95
"Viudo(a) (052)",640,1,22,42,85,140,350
"Divorciado(a) (053)",54,,19,13,6,5,11
"Soltero(a) (054)",6325,4007,1874,334,89,17,4
"Hombres (056)",10253,2092,2389,2377,1687,970,738
"Conviviente (057)",5915,47,1003,2014,1469,812,570
"Separado(a) (058)",170,,23,50,38,30,29
"Casado(a) (059)",313,6,25,57,82,83,60
"Viudo(a) (060)",143,,8,10,25,29,71
"Divorciado(a) (061)",16,,4,2,2,3,5
"Soltero(a) (062)",3696,2039,1326,244,71,13,3
"Mujeres (064)",10239,2236,2679,2358,1504,824,638
"Conviviente (065)",6304,242,1890,2025,1261,607,279
"Separado(a) (066)",488,21,185,125,69,50,38
"Casado(a) (067)",283,4,27,75,92,50,35
"Viudo(a) (068)",497,1,14,32,60,111,279
"Divorciado(a) (069)",38,,15,11,4,2,6
"Soltero(a) (070)",2629,1968,548,90,18,4,1
