"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia OCROS",,,,,,,
"Viviendas particulares (001)",2513,556,59,44,85,39,1730
"Ocupantes presentes (002)",9130,2223,243,185,317,147,6015
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2419,553,59,40,79,36,1652
"Ocupantes presentes (005)",8804,2215,243,162,292,133,5759
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,3,,,,,
"Ocupantes presentes (008)",8,8,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",9,,,,,,9
"Ocupantes presentes (014)",44,,,,,,44
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",79,,,4,6,3,66
"Ocupantes presentes (017)",268,,,23,25,14,206
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",2,,,,,,2
"Ocupantes presentes (023)",2,,,,,,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,,,1
"Ocupantes presentes (026)",4,,,,,,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1420,461,49,10,8,6,886
"Ocupantes presentes (029)",5236,1870,197,28,23,24,3094
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1408,458,49,10,8,6,877
"Ocupantes presentes (032)",5184,1862,197,28,23,24,3050
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,3,,,,,
"Ocupantes presentes (035)",8,8,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",9,,,,,,9
"Ocupantes presentes (041)",44,,,,,,44
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1093,95,10,34,77,33,844
"Ocupantes presentes (056)",3894,353,46,157,294,123,2921
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1011,95,10,30,71,30,775
"Ocupantes presentes (059)",3620,353,46,134,269,109,2709
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",79,,,4,6,3,66
"Ocupantes presentes (071)",268,,,23,25,14,206
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,,,,2
"Ocupantes presentes (077)",2,,,,,,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",4,,,,,,4
