"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",43839,1281,16623,13829,9402,2704
"Agric., ganadería, caza y silvicultura (001)",34615,1146,13243,10167,7608,2451
"Pesca (002)",7,,5,2,,
"Explotación de minas y canteras (003)",19,,5,8,5,1
"Industrias manufactureras (004)",583,9,198,210,146,20
"Suministro de electricidad, gas y agua (005)",60,,36,14,10,
"Construcción (006)",671,2,249,260,146,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1962,59,583,812,439,69
"Venta, mant.y rep. veh.autom.y motoc. (008)",134,1,72,42,19,
"Comercio al por mayor (009)",128,1,37,64,22,4
"Comercio al por menor (010)",1700,57,474,706,398,65
"Hoteles y restaurantes (011)",487,21,179,145,129,13
"Trans., almac. y comunicaciones (012)",789,6,378,309,90,6
"Intermediación financiera (013)",9,,4,4,1,
"Activid.inmobil., empres. y alquileres (014)",236,,125,72,37,2
"Admin.pub. y defensa; p. segur.soc.afil (015)",316,,122,130,60,4
"Enseñanza (016)",1739,,500,933,302,4
"Servicios sociales y de salud (017)",267,,112,122,27,6
"Otras activ. serv.comun.soc y personales (018)",288,7,112,106,54,9
"Hogares privados con servicio doméstico (019)",449,27,268,89,56,9
"Actividad economica no especificada (021)",1342,4,504,446,292,96
"Hombres (022)",35163,993,13284,10946,7633,2307
"Agric., ganadería, caza y silvicultura (023)",30054,923,11531,8859,6567,2174
"Pesca (024)",6,,4,2,,
"Explotación de minas y canteras (025)",14,,4,7,2,1
"Industrias manufactureras (026)",422,8,144,152,101,17
"Suministro de electricidad, gas y agua (027)",58,,34,14,10,
"Construcción (028)",660,2,243,256,145,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1228,39,348,488,303,50
"Venta, mant.y rep. veh.autom.y motoc. (030)",123,1,66,39,17,
"Comercio al por mayor (031)",92,,26,45,18,3
"Comercio al por menor (032)",1013,38,256,404,268,47
"Hoteles y restaurantes (033)",101,6,37,28,26,4
"Trans., almac. y comunicaciones (034)",758,4,359,301,89,5
"Intermediación financiera (035)",6,,2,3,1,
"Activid.inmobil., empres. y alquileres (036)",131,,56,43,30,2
"Admin.pub. y defensa; p. segur.soc.afil (037)",273,,104,110,55,4
"Enseñanza (038)",823,,171,465,186,1
"Servicios sociales y de salud (039)",126,,38,61,22,5
"Otras activ. serv.comun.soc y personales (040)",159,3,64,55,29,8
