"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONGO (000)",6252,611,548,108,4989
"Conviviente (001)",1723,68,124,18,1513
"Separado(a) (002)",138,4,13,8,113
"Casado(a) (003)",1766,64,244,46,1414
"Viudo(a) (004)",350,7,16,7,320
"Divorciado(a) (005)",25,2,6,2,15
"Soltero(a) (006)",2250,466,145,27,1614
"Hombres (008)",3195,316,294,66,2522
"Conviviente (009)",856,26,65,13,752
"Separado(a) (010)",48,3,4,3,38
"Casado(a) (011)",903,31,144,32,698
"Viudo(a) (012)",87,3,2,,82
"Divorciado(a) (013)",14,1,2,2,9
"Soltero(a) (014)",1287,252,77,16,943
"Mujeres (016)",3057,295,254,42,2467
"Conviviente (017)",867,42,59,5,761
"Separado(a) (018)",90,1,9,5,75
"Casado(a) (019)",863,33,100,14,716
"Viudo(a) (020)",263,4,14,7,238
"Divorciado(a) (021)",11,1,4,,6
"Soltero(a) (022)",963,214,68,11,671
,,,,,
"URBANA (024)",3207,320,451,83,2357
"Conviviente (025)",761,48,94,12,607
"Separado(a) (026)",86,3,10,8,65
"Casado(a) (027)",1077,58,211,33,777
"Viudo(a) (028)",180,7,12,7,154
"Divorciado(a) (029)",22,2,5,1,14
"Soltero(a) (030)",1081,202,119,22,740
"Hombres (032)",1637,162,241,49,1188
"Conviviente (033)",374,18,52,9,295
"Separado(a) (034)",32,3,2,3,24
"Casado(a) (035)",549,28,123,22,378
"Viudo(a) (036)",42,3,1,,38
"Divorciado(a) (037)",12,1,2,1,8
"Soltero(a) (038)",628,109,61,14,445
"Mujeres (040)",1570,158,210,34,1169
"Conviviente (041)",387,30,42,3,312
"Separado(a) (042)",54,,8,5,41
"Casado(a) (043)",528,30,88,11,399
"Viudo(a) (044)",138,4,11,7,116
"Divorciado(a) (045)",10,1,3,,6
"Soltero(a) (046)",453,93,58,8,295
,,,,,
"RURAL (048)",3045,291,97,25,2632
"Conviviente (049)",962,20,30,6,906
"Separado(a) (050)",52,1,3,,48
"Casado(a) (051)",689,6,33,13,637
"Viudo(a) (052)",170,,4,,166
"Divorciado(a) (053)",3,,1,1,1
"Soltero(a) (054)",1169,264,26,5,874
"Hombres (056)",1558,154,53,17,1334
"Conviviente (057)",482,8,13,4,457
"Separado(a) (058)",16,,2,,14
"Casado(a) (059)",354,3,21,10,320
"Viudo(a) (060)",45,,1,,44
"Divorciado(a) (061)",2,,,1,1
"Soltero(a) (062)",659,143,16,2,498
"Mujeres (064)",1487,137,44,8,1298
"Conviviente (065)",480,12,17,2,449
"Separado(a) (066)",36,1,1,,34
"Casado(a) (067)",335,3,12,3,317
"Viudo(a) (068)",125,,3,,122
"Divorciado(a) (069)",1,,1,,
"Soltero(a) (070)",510,121,10,3,376
