"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CALCA (000)",23422,22377,6496,2735,2771,2369,3701,2357,1948,1045
"Católica (001)",19706,18807,5324,2356,2339,2013,3131,2008,1636,899
"Cristiana/Evangélica (002)",2805,2706,853,279,328,270,440,285,251,99
"Otra (003)",672,641,217,63,78,69,109,55,50,31
"Ninguna (004)",239,223,102,37,26,17,21,9,11,16
,,,,,,,,,,
"URBANA (006)",8943,8408,2590,1262,1260,969,1220,612,495,535
"Católica (007)",7992,7514,2292,1136,1121,853,1108,556,448,478
"Cristiana/Evangélica (008)",600,568,171,82,92,74,78,39,32,32
"Otra (009)",243,229,84,27,34,30,28,15,11,14
"Ninguna (010)",108,97,43,17,13,12,6,2,4,11
,,,,,,,,,,
"RURAL (012)",14479,13969,3906,1473,1511,1400,2481,1745,1453,510
"Católica (013)",11714,11293,3032,1220,1218,1160,2023,1452,1188,421
"Cristiana/Evangélica (014)",2205,2138,682,197,236,196,362,246,219,67
"Otra (015)",429,412,133,36,44,39,81,40,39,17
"Ninguna (016)",131,126,59,20,13,5,15,7,7,5
