"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",18352,914,4510,2946,2491,2559,1693,1336,1903
"Quechua (001)",4093,61,312,355,419,825,576,598,947
"Aymara (002)",14,,2,3,4,,4,1,
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",3,,1,,1,,1,,
"Castellano (005)",14168,849,4182,2573,2051,1719,1105,736,953
"Es sordomudo/a (007)",73,4,13,14,16,15,7,1,3
"Hombres (009)",9605,470,2266,1601,1378,1465,958,632,835
"Quechua (010)",1964,26,146,203,230,470,291,246,352
"Aymara (011)",6,,,1,,,4,1,
"Otra lengua nativa (013)",2,,1,,,,1,,
"Castellano (014)",7589,441,2109,1389,1141,987,657,385,480
"Es sordomudo/a (016)",44,3,10,8,7,8,5,,3
"Mujeres (018)",8747,444,2244,1345,1113,1094,735,704,1068
"Quechua (019)",2129,35,166,152,189,355,285,352,595
"Aymara (020)",8,,2,2,4,,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",1,,,,1,,,,
"Castellano (023)",6579,408,2073,1184,910,732,448,351,473
"Es sordomudo/a (025)",29,1,3,6,9,7,2,1,
,,,,,,,,,
"URBANA (027)",5834,229,1163,1039,956,911,587,413,536
"Quechua (028)",801,9,16,90,108,167,129,105,177
"Aymara (029)",10,,2,3,3,,2,,
"Castellano (032)",5017,219,1142,945,844,744,456,308,359
"Es sordomudo/a (034)",6,1,3,1,1,,,,
"Hombres (036)",3174,115,564,591,560,533,375,199,237
"Quechua (037)",487,6,9,73,83,119,88,48,61
"Aymara (038)",3,,,1,,,2,,
"Castellano (041)",2681,108,553,517,477,414,285,151,176
"Es sordomudo/a (043)",3,1,2,,,,,,
"Mujeres (045)",2660,114,599,448,396,378,212,214,299
"Quechua (046)",314,3,7,17,25,48,41,57,116
"Aymara (047)",7,,2,2,3,,,,
"Castellano (050)",2336,111,589,428,367,330,171,157,183
"Es sordomudo/a (052)",3,,1,1,1,,,,
,,,,,,,,,
"RURAL (054)",12518,685,3347,1907,1535,1648,1106,923,1367
"Quechua (055)",3292,52,296,265,311,658,447,493,770
"Aymara (056)",4,,,,1,,2,1,
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",3,,1,,1,,1,,
"Castellano (059)",9151,630,3040,1628,1207,975,649,428,594
"Es sordomudo/a (061)",67,3,10,13,15,15,7,1,3
"Hombres (063)",6431,355,1702,1010,818,932,583,433,598
"Quechua (064)",1477,20,137,130,147,351,203,198,291
"Aymara (065)",3,,,,,,2,1,
"Otra lengua nativa (067)",2,,1,,,,1,,
"Castellano (068)",4908,333,1556,872,664,573,372,234,304
"Es sordomudo/a (070)",41,2,8,8,7,8,5,,3
"Mujeres (072)",6087,330,1645,897,717,716,523,490,769
"Quechua (073)",1815,32,159,135,164,307,244,295,479
"Aymara (074)",1,,,,1,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",4243,297,1484,756,543,402,277,194,290
"Es sordomudo/a (079)",26,1,2,5,8,7,2,1,
