"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANGARAES (000)",51723,16267,6775,652,28095
"Quechua (001)",40669,13489,3736,368,23113
"Aymara (002)",62,24,3,1,35
"Asháninka (003)",7,5,1,5,1
"Otra lengua nativa (004)",7,3,,,4
"Castellano (005)",10922,2737,3035,278,4895
"Es Sordomudo/a (007)",56,9,,,47
"Hombres (009)",25232,7927,3489,390,13467
"Quechua (010)",19616,6539,1946,206,10950
"Aymara (011)",26,8,2,,16
"Asháninka (012)",6,4,1,4,1
"Otra lengua nativa (013)",2,2,,,
"Castellano (014)",5551,1368,1540,180,2475
"Es Sordomudo/a (016)",31,6,,,25
"Mujeres (018)",26491,8340,3286,262,14628
"Quechua (019)",21053,6950,1790,162,12163
"Aymara (020)",36,16,1,1,19
"Asháninka (021)",1,1,,1,
"Otra lengua nativa (022)",5,1,,,4
"Castellano (023)",5371,1369,1495,98,2420
"Es Sordomudo/a (025)",25,3,,,22
,,,,,
"URBANA (027)",15144,3320,3317,353,8177
"Quechua (028)",8323,2069,1062,111,5087
"Aymara (029)",19,10,1,,8
"Asháninka (030)",2,1,,2,
"Otra lengua nativa (031)",1,1,,,
"Castellano (032)",6778,1235,2254,240,3065
"Es Sordomudo/a (034)",21,4,,,17
"Hombres (036)",7360,1599,1689,225,3864
"Quechua (037)",3931,988,552,63,2333
"Aymara (038)",11,5,1,,5
"Asháninka (039)",2,1,,2,
"Otra lengua nativa (040)",1,1,,,
"Castellano (041)",3402,601,1136,160,1516
"Es Sordomudo/a (043)",13,3,,,10
"Mujeres (045)",7784,1721,1628,128,4313
"Quechua (046)",4392,1081,510,48,2754
"Aymara (047)",8,5,,,3
"Castellano (050)",3376,634,1118,80,1549
"Es Sordomudo/a (052)",8,1,,,7
,,,,,
"RURAL (054)",36579,12947,3458,299,19918
"Quechua (055)",32346,11420,2674,257,18026
"Aymara (056)",43,14,2,1,27
"Asháninka (057)",5,4,1,3,1
"Otra lengua nativa (058)",6,2,,,4
"Castellano (059)",4144,1502,781,38,1830
"Es Sordomudo/a (061)",35,5,,,30
"Hombres (063)",17872,6328,1800,165,9603
"Quechua (064)",15685,5551,1394,143,8617
"Aymara (065)",15,3,1,,11
"Asháninka (066)",4,3,1,2,1
"Otra lengua nativa (067)",1,1,,,
"Castellano (068)",2149,767,404,20,959
"Es Sordomudo/a (070)",18,3,,,15
"Mujeres (072)",18707,6619,1658,134,10315
"Quechua (073)",16661,5869,1280,114,9409
"Aymara (074)",28,11,1,1,16
"Asháninka (075)",1,1,,1,
"Otra lengua nativa (076)",5,1,,,4
"Castellano (077)",1995,735,377,18,871
"Es Sordomudo/a (079)",17,2,,,15
