"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LUCANAS (000)",17527,16627,129,2773,2850,2428,3783,2681,1426,557,900,67743
"De 12 a 14 años (001)",36,12,,11,1,,,,,,24,13
"De 15 a 19 años (002)",436,392,7,322,49,10,4,,,,44,466
"De 20 a 24 años (003)",1550,1306,20,767,392,94,30,3,,,244,1977
"De 25 a 29 años (004)",1867,1654,9,588,577,312,147,20,1,,213,3434
"De 30 a 34 años (005)",1832,1721,7,331,509,420,376,72,6,,111,4739
"De 35 a 39 años (006)",1809,1738,7,196,383,387,504,196,61,4,71,6134
"De 40 a 44 años (007)",1680,1631,6,110,236,288,519,325,119,28,49,7104
"De 45 a 49 años (008)",1403,1379,9,95,144,184,411,324,149,63,24,6767
"De 50 y más años (009)",6914,6794,64,353,559,733,1792,1741,1090,462,120,37109
"PEA (010)",6438,6064,41,1119,1236,982,1304,804,428,150,374,22644
"De 12 a 14 años (011)",5,5,,4,1,,,,,,,6
"De 15 a 19 años (012)",90,79,,66,10,2,1,,,,11,96
"De 20 a 24 años (013)",464,368,5,233,98,21,10,1,,,96,540
"De 25 a 29 años (014)",727,616,4,250,225,99,34,4,,,111,1163
"De 30 a 34 años (015)",754,693,3,179,232,166,103,8,2,,61,1657
"De 35 a 39 años (016)",891,852,4,127,229,198,210,63,20,1,39,2679
"De 40 a 44 años (017)",778,752,4,58,155,159,214,116,39,7,26,2920
"De 45 a 49 años (018)",610,601,5,69,90,104,175,102,42,14,9,2481
"De 50 y más años (019)",2119,2098,16,133,196,233,557,510,325,128,21,11102
"Ocupada (020)",6277,5932,41,1077,1208,963,1282,792,423,146,345,22231
"De 12 a 14 años (021)",5,5,,4,1,,,,,,,6
