"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUAYTARA (000)",23274,22946,230,98
"Hombres (001)",12257,12123,86,48
"Mujeres (002)",11017,10823,144,50
"Menores de 1 año (003)",396,337,40,19
"Hombres (004)",218,179,30,9
"Mujeres (005)",178,158,10,10
"De 1 a 5 años (006)",2531,2412,47,72
"Hombres (007)",1315,1254,24,37
"Mujeres (008)",1216,1158,23,35
"De 6 a 14 años (009)",4717,4709,8,
"Hombres (010)",2445,2441,4,
"Mujeres (011)",2272,2268,4,
"De 15 a 29 años (012)",4928,4921,7,
"Hombres (013)",2610,2609,1,
"Mujeres (014)",2318,2312,6,
"De 30 a 44 años (015)",4461,4453,8,
"Hombres (016)",2542,2537,5,
"Mujeres (017)",1919,1916,3,
"De 45 a 64 años (018)",3634,3614,20,
"Hombres (019)",1905,1901,4,
"Mujeres (020)",1729,1713,16,
"De 65 a más años (021)",2607,2500,100,7
"Hombres (022)",1222,1202,18,2
"Mujeres (023)",1385,1298,82,5
,,,,
"URBANA (024)",6752,6678,54,20
"Hombres (025)",3468,3440,20,8
"Mujeres (026)",3284,3238,34,12
"Menores de 1 año (027)",123,108,12,3
"Hombres (028)",72,61,9,2
"Mujeres (029)",51,47,3,1
"De 1 a 5 años (030)",663,634,12,17
"Hombres (031)",356,343,7,6
"Mujeres (032)",307,291,5,11
"De 6 a 14 años (033)",1370,1368,2,
"Hombres (034)",698,696,2,
"Mujeres (035)",672,672,,
"De 15 a 29 años (036)",1622,1622,,
"Hombres (037)",852,852,,
"Mujeres (038)",770,770,,
"De 30 a 44 años (039)",1289,1288,1,
"Hombres (040)",683,682,1,
"Mujeres (041)",606,606,,
"De 45 a 64 años (042)",1012,1009,3,
"Hombres (043)",504,504,,
"Mujeres (044)",508,505,3,
"De 65 a más años (045)",673,649,24,
"Hombres (046)",303,302,1,
"Mujeres (047)",370,347,23,
,,,,
"RURAL (048)",16522,16268,176,78
"Hombres (049)",8789,8683,66,40
"Mujeres (050)",7733,7585,110,38
"Menores de 1 año (051)",273,229,28,16
"Hombres (052)",146,118,21,7
"Mujeres (053)",127,111,7,9
"De 1 a 5 años (054)",1868,1778,35,55
"Hombres (055)",959,911,17,31
"Mujeres (056)",909,867,18,24
"De 6 a 14 años (057)",3347,3341,6,
"Hombres (058)",1747,1745,2,
"Mujeres (059)",1600,1596,4,
"De 15 a 29 años (060)",3306,3299,7,
"Hombres (061)",1758,1757,1,
"Mujeres (062)",1548,1542,6,
"De 30 a 44 años (063)",3172,3165,7,
"Hombres (064)",1859,1855,4,
"Mujeres (065)",1313,1310,3,
"De 45 a 64 años (066)",2622,2605,17,
"Hombres (067)",1401,1397,4,
"Mujeres (068)",1221,1208,13,
"De 65 a más años (069)",1934,1851,76,7
"Hombres (070)",919,900,17,2
"Mujeres (071)",1015,951,59,5
