"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia HUANTA",,,,,,,
"Viviendas particulares (001)",22713,5059,1294,1067,8472,335,6486
"Ocupantes presentes (002)",92450,22068,5711,4363,35111,1356,23841
"Casa independiente",,,,,,,
"Viviendas particulares (004)",21060,4894,1226,907,7968,276,5789
"Ocupantes presentes (005)",86245,21335,5445,3746,33225,1137,21357
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",30,19,11,,,,
"Ocupantes presentes (008)",123,92,31,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",113,86,21,,,,6
"Ocupantes presentes (011)",522,391,94,,,,37
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",87,48,24,,,,15
"Ocupantes presentes (014)",361,200,95,,,,66
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1343,,,158,487,57,641
"Ocupantes presentes (017)",4877,,,603,1828,208,2238
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",55,7,11,1,7,1,28
"Ocupantes presentes (020)",220,35,42,7,19,4,113
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",21,5,1,1,8,1,5
"Ocupantes presentes (023)",92,15,4,7,37,7,22
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,,,,2,,2
"Ocupantes presentes (026)",10,,,,2,,8
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",9802,4740,1066,418,1845,121,1612
"Ocupantes presentes (029)",42123,20671,4751,1806,8007,563,6325
"Casa independiente",,,,,,,
"Viviendas particulares (031)",9508,4575,998,417,1836,119,1563
"Ocupantes presentes (032)",40866,19938,4485,1799,7983,552,6109
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",30,19,11,,,,
"Ocupantes presentes (035)",123,92,31,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",113,86,21,,,,6
"Ocupantes presentes (038)",522,391,94,,,,37
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",87,48,24,,,,15
"Ocupantes presentes (041)",361,200,95,,,,66
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",55,7,11,1,7,1,28
"Ocupantes presentes (047)",220,35,42,7,19,4,113
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",9,5,1,,2,1,
"Ocupantes presentes (050)",31,15,4,,5,7,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",12911,319,228,649,6627,214,4874
"Ocupantes presentes (056)",50327,1397,960,2557,27104,793,17516
"Casa independiente",,,,,,,
"Viviendas particulares (058)",11552,319,228,490,6132,157,4226
"Ocupantes presentes (059)",45379,1397,960,1947,25242,585,15248
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1343,,,158,487,57,641
"Ocupantes presentes (071)",4877,,,603,1828,208,2238
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",12,,,1,6,,5
"Ocupantes presentes (077)",61,,,7,32,,22
"Otro tipo",,,,,,,
"Viviendas particulares (079)",4,,,,2,,2
"Ocupantes presentes (080)",10,,,,2,,8
