"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia EL DORADO (000)",199,45,154
"Sin nivel (001)",14,3,11
"Primaria (003)",112,20,92
"Secundaria (004)",60,18,42
"Superior no univ. incompleta (005)",7,2,5
"Superior no univ. completa (006)",1,,1
"Superior univ. incompleta (007)",1,1,
"Superior univ. completa (008)",4,1,3
"Hombres (010)",159,24,135
"Sin nivel (011)",9,1,8
"Primaria (013)",94,10,84
"Secundaria (014)",45,10,35
"Superior no univ. incompleta (015)",6,2,4
"Superior no univ. completa (016)",1,,1
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",3,,3
"Mujeres (020)",40,21,19
"Sin nivel (021)",5,2,3
"Primaria (023)",18,10,8
"Secundaria (024)",15,8,7
"Superior no univ. incompleta (025)",1,,1
"Superior univ. completa (028)",1,1,
,,,
"AREA URBANA (030)",94,24,70
"Sin nivel (031)",9,1,8
"Primaria (033)",35,7,28
"Secundaria (034)",41,13,28
"Superior no univ. incompleta (035)",4,1,3
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,1,
"Superior univ. completa (038)",3,1,2
"Hombres (040)",71,16,55
"Sin nivel (041)",6,1,5
"Primaria (043)",28,5,23
"Secundaria (044)",30,8,22
"Superior no univ. incompleta (045)",3,1,2
"Superior no univ. completa (046)",1,,1
"Superior univ. incompleta (047)",1,1,
"Superior univ. completa (048)",2,,2
"Mujeres (050)",23,8,15
"Sin nivel (051)",3,,3
"Primaria (053)",7,2,5
"Secundaria (054)",11,5,6
"Superior no univ. incompleta (055)",1,,1
"Superior univ. completa (058)",1,1,
,,,
"AREA RURAL (060)",105,21,84
"Sin nivel (061)",5,2,3
"Primaria (063)",77,13,64
"Secundaria (064)",19,5,14
"Superior no univ. incompleta (065)",3,1,2
"Superior univ. completa (068)",1,,1
"Hombres (070)",88,8,80
"Sin nivel (071)",3,,3
"Primaria (073)",66,5,61
"Secundaria (074)",15,2,13
"Superior no univ. incompleta (075)",3,1,2
"Superior univ. completa (078)",1,,1
"Mujeres (080)",17,13,4
"Sin nivel (081)",2,2,
"Primaria (083)",11,8,3
"Secundaria (084)",4,3,1
