"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHOTA (000)",94919,87989,6930
"Hombres (001)",44873,42660,2213
"Mujeres (002)",50046,45329,4717
"De 18 a 29 años (003)",29549,27578,1971
"Hombres (004)",14014,13081,933
"Mujeres (005)",15535,14497,1038
"De 30 a 44 años (006)",29728,28665,1063
"Hombres (007)",13979,13656,323
"Mujeres (008)",15749,15009,740
"De 45 a 64 años (009)",23113,21652,1461
"Hombres (010)",10832,10466,366
"Mujeres (011)",12281,11186,1095
"De 65 y más años (012)",12529,10094,2435
"Hombres (013)",6048,5457,591
"Mujeres (014)",6481,4637,1844
,,,
"URBANA (015)",20584,19885,699
"Hombres (016)",9844,9615,229
"Mujeres (017)",10740,10270,470
"De 18 a 29 años (018)",6114,5857,257
"Hombres (019)",2792,2666,126
"Mujeres (020)",3322,3191,131
"De 30 a 44 años (021)",6927,6840,87
"Hombres (022)",3284,3259,25
"Mujeres (023)",3643,3581,62
"De 45 a 64 años (024)",5185,5060,125
"Hombres (025)",2599,2562,37
"Mujeres (026)",2586,2498,88
"De 65 y más años (027)",2358,2128,230
"Hombres (028)",1169,1128,41
"Mujeres (029)",1189,1000,189
,,,
"RURAL (030)",74335,68104,6231
"Hombres (031)",35029,33045,1984
"Mujeres (032)",39306,35059,4247
"De 18 a 29 años (033)",23435,21721,1714
"Hombres (034)",11222,10415,807
"Mujeres (035)",12213,11306,907
"De 30 a 44 años (036)",22801,21825,976
"Hombres (037)",10695,10397,298
"Mujeres (038)",12106,11428,678
"De 45 a 64 años (039)",17928,16592,1336
"Hombres (040)",8233,7904,329
"Mujeres (041)",9695,8688,1007
"De 65 y más años (042)",10171,7966,2205
"Hombres (043)",4879,4329,550
"Mujeres (044)",5292,3637,1655
